label,N,mean_I3,std_I3,median_I3,frac_I3_negative,mean_I3_minus,std_I3_minus,median_I3_minus,q05_I3_minus,q25_I3_minus,q75_I3_minus,q95_I3_minus,mean_S_ABC,mean_S_L,mean_P_pair,mean_N_pair_sum,Page_E_S_A,Page_E_S_AB,Page_E_S_ABC,Page_E_I3,Page_E_I3_minus_approx
haar4q_traceD,10000,-0.5277990534098611,0.1750577788735505,-0.532869333292876,0.9971,0.5279478313783996,0.1745665478100636,0.532869333292876,0.22780913520541576,0.41574780599288713,0.6501039832982469,0.8061179212513935,0.8658659785847018,0.4115578720536209,1.2045661201470257,0.15803501653657964,0.8661534912208004,1.3307356442689726,0.8661534912208004,-0.5275929679237163,0.5275929679237163
