,t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
43,0.1625,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.7757466798858766,0.7839324409212926,0.4171920025109322,-0.5194076115205671,-0.6547848937579887,-0.2536811808258142,0.0413835432099153,0.0169860768993241,2.2119365552471064e-15,17.487037648106664,1
44,0.175,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.7979437243055496,0.8002434284239289,0.4795693847375319,-0.5322101054496816,-0.6242618504236751,-0.2460868398730501,0.0523232966452282,0.0221011665713034,2.2119365552471064e-15,17.487037648106664,1
45,0.1875,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.8133506799002392,0.8139937728152249,0.5315171921186732,-0.5611068922747732,-0.5897341117617486,-0.2304110275870714,0.0639066511129683,0.0279127957254491,2.2119365552471064e-15,17.487037648106664,1
46,0.2,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.8253199191350968,0.8265080336115376,0.5756075057604063,-0.6052987977761229,-0.5520752012878796,-0.2056570325419214,0.0762357150939761,0.0343022623068551,2.2119365552471064e-15,17.487037648106664,1
47,0.2125,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.8373688351515749,0.8396937586726991,0.6163359530975613,-0.6607559011761507,-0.5044777899483037,-0.1740350092973809,0.0888411507866273,0.0412054824093409,2.2119365552471064e-15,17.487037648106664,1
48,0.225,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.8495182569577527,0.8522216253362863,0.6551939419674555,-0.7212384193933662,-0.4514938834763357,-0.1330929924159119,0.1006943960546605,0.0485313209187243,2.2119365552471064e-15,17.487037648106664,1
49,0.2375,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.8637949116094208,0.8658607940688064,0.696415543681309,-0.7790261306929245,-0.4011517023563577,-0.0826934569307038,0.1114047583840121,0.056391933209655,2.2119365552471064e-15,17.487037648106664,1
50,0.25,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.88105831717391,0.8788408245844542,0.7420710779928361,-0.8265432986014203,-0.3703861281804944,-0.0299937268503181,0.1208728544196054,0.0651022739357934,2.2119365552471064e-15,17.487037648106664,1
51,0.27,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.911209347331665,0.8946038385533596,0.8224469693430987,-0.8674648101073624,-0.389597461189466,0.0748998983688466,0.1327686442853352,0.0807498362592764,2.2119365552471064e-15,17.487037648106664,1
52,0.29,8,144,1,1,1001,broad_xyz,21.99112410904393,False,0.9292112688016704,0.9019402371771214,0.8927369357075742,-0.8677515609927295,-0.4691940170082311,0.2162422632895199,0.1413177298991588,0.0962277963376645,2.2119365552471064e-15,17.487037648106664,1
