t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
0.05,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.16382499683143925,0.44240180887937375,-0.23502022207886664,-0.49026385179112514,-0.42594778342289286,-0.40802893534530954,0.0019952823023695675,0.00037764787640853,2.146516379699357e-15,17.432896489599834,34
0.075,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.24073376695967585,0.48197738493397513,-0.18794007139765345,-0.5360744611810576,-0.5388871807474832,-0.4250981831794988,0.005039926977282244,0.0011258590956061537,2.146516379699357e-15,17.432896489599834,34
0.1,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.34529229330059913,0.5664196511934363,-0.07766024580954532,-0.566931153225338,-0.6862285054114763,-0.41867543940338264,0.01044276036048621,0.0029178271410153192,2.146516379699357e-15,17.432896489599834,34
0.125,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.45129065879632313,0.6579143318554652,0.0859804715728901,-0.5708608596325075,-0.8161768460332605,-0.3894031824692998,0.019288994051323356,0.006601525632009999,2.146516379699357e-15,17.432896489599834,34
0.15,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.5429327899580926,0.7335523123225044,0.25437178202757604,-0.5714220218346174,-0.9039691128951085,-0.3490971098503564,0.03194358840695733,0.012843781643980721,2.146516379699357e-15,17.432896489599834,34
0.1625,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.5825875038636594,0.7612165969010211,0.32689575682505706,-0.5820167735568519,-0.9191899683041745,-0.33357852054443016,0.03939355302755859,0.01695243571405468,2.146516379699357e-15,17.432896489599834,34
0.175,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.6147849434765825,0.780032403439588,0.3901533073285526,-0.5992732508220788,-0.9002496745488012,-0.3215994151198611,0.04756974475950513,0.021527973121372963,2.146516379699357e-15,17.432896489599834,34
0.1875,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.6429745394558083,0.7953866240464118,0.44947579219255684,-0.6197609068522811,-0.8525484030586955,-0.30986613552008513,0.05606201471855917,0.026437169902905143,2.146516379699357e-15,17.432896489599834,34
0.2,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.667566319746279,0.8077006671571852,0.5029288899238232,-0.6448313529172118,-0.7836111104928302,-0.3009437138492383,0.06439554299270993,0.031526145286627935,2.146516379699357e-15,17.432896489599834,34
0.2125,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.6882126277301749,0.8167464205092646,0.5487238145701853,-0.6745871799225283,-0.7023637865649599,-0.2949803918074249,0.07222214854248318,0.03668451373437073,2.146516379699357e-15,17.432896489599834,34
0.225,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.705220931729588,0.8233992040899054,0.5874040843431516,-0.7072452646457206,-0.6197753357266055,-0.29050142398631235,0.0793148641531295,0.04187825612371395,2.146516379699357e-15,17.432896489599834,34
0.2375,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7177461643946662,0.827813941106828,0.6195384816930366,-0.7410856630807726,-0.5403881292464898,-0.2842600022242945,0.08602761958205384,0.047097418575629775,2.146516379699357e-15,17.432896489599834,34
0.25,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7256900581031362,0.829488710066017,0.6448628249015627,-0.7756534955568856,-0.47732062040593165,-0.27669721185977825,0.09215435765926085,0.05241846705928846,2.146516379699357e-15,17.432896489599834,34
0.27,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7384517403469087,0.8320571810448467,0.6883004318833658,-0.8170751628777911,-0.4297883633869301,-0.26358052896436646,0.10010129383826356,0.061110172577846136,2.146516379699357e-15,17.432896489599834,34
0.29,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7576784808654663,0.8373409026347074,0.7519350239322857,-0.8181685931298078,-0.47903261086594,-0.27461276277817237,0.10596332557249244,0.0695946141797293,2.146516379699357e-15,17.432896489599834,34
0.31,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7735761806392206,0.8466261544855259,0.8091310239295185,-0.8095743659598379,-0.5560910065999178,-0.28631158112331434,0.11135107857227834,0.07576450351113609,2.146516379699357e-15,17.432896489599834,34
0.33,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7818570697733618,0.8625904614111326,0.8369237226233885,-0.8418985512209916,-0.6053025493198924,-0.3043655205803391,0.11454525015105031,0.07804360250845067,2.146516379699357e-15,17.432896489599834,34
0.35,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7870440878260831,0.8771842403215698,0.8640889341933735,-0.8698113958559707,-0.6615201886431327,-0.3331511862239535,0.11535258323885586,0.07786309117848994,2.146516379699357e-15,17.432896489599834,34
0.37,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7891082191472772,0.8870344622419634,0.8875170503675617,-0.8907886602371022,-0.7060915017124327,-0.3630144252239783,0.11438409639393414,0.07699035437952184,2.146516379699357e-15,17.432896489599834,34
0.39,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7858033583289217,0.8923441612456177,0.9074359789614777,-0.898036453354525,-0.7322454968773738,-0.38737252485587187,0.11250279726753451,0.07596393636802146,2.146516379699357e-15,17.432896489599834,34
0.41000000000000003,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7729275159215171,0.8926289705764162,0.9227158288486165,-0.8911844632138027,-0.7521529627736169,-0.40182603331186395,0.11006732758239361,0.07481583397971314,2.146516379699357e-15,17.432896489599834,34
0.43,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7516234962914936,0.8878462097203241,0.9308126386154754,-0.8773094096460657,-0.7706607107408214,-0.4145515342854892,0.10725998746258456,0.07374710694348423,2.146516379699357e-15,17.432896489599834,34
0.45,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7323520933566031,0.8795979636639515,0.9334259715040019,-0.8642809157417422,-0.7885073120369869,-0.4277281881574079,0.10740970239793442,0.07310388897961821,2.146516379699357e-15,17.432896489599834,34
0.5,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.7263862078146578,0.8385709429794627,0.9230678327498605,-0.8628101006297982,-0.7676053089079707,-0.4214790348160617,0.10631944536265855,0.07472888585983954,2.146516379699357e-15,17.432896489599834,34
0.55,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.6197010220570437,0.7151159787688834,0.8374470959054281,-0.8451994600509495,-0.6688462923050069,-0.4337496145840588,0.10510819437962764,0.07958013208751885,2.146516379699357e-15,17.432896489599834,34
0.6,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.3929266898147095,0.5203038868813362,0.694046254116441,-0.7919227713729348,-0.5200571023147796,-0.43956016209021775,0.10920145982599694,0.08389739471999175,2.146516379699357e-15,17.432896489599834,34
0.6499999999999999,9,144,1,1,1034,broad_xyz,21.99112410904393,False,0.47506077564342897,0.5976966764993175,0.7128540360397781,-0.8296692618654812,-0.648039203155157,-0.5748016748996853,0.1052447857112178,0.08301373115490984,2.146516379699357e-15,17.432896489599834,34
