t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
0.05,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7784834013419706,0.586418672460277,0.36007913496442123,0.6528115711470686,0.542452938217655,0.3385339961038047,0.0009191132391471405,0.0004333152411071588,1.9855741241031457e-15,17.592496054248183,29
0.07435897435897436,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7750284166699577,0.5877345905949825,0.39257522306594866,0.6559884840675557,0.5452266824805996,0.29394308783996326,0.0021306955512306585,0.0010040918034005604,1.9855741241031457e-15,17.592496054248183,29
0.09871794871794873,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7707286251221431,0.5845873462300142,0.4290172636190342,0.6586500465642474,0.5466849344258095,0.2469987419930555,0.0039909548067640615,0.0018805985703658035,1.9855741241031457e-15,17.592496054248183,29
0.12307692307692308,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.76658808436517,0.5772967090481732,0.46742794102749996,0.6583302018350938,0.5414653060577811,0.19826412613734926,0.006701235833653778,0.0031413382291221714,1.9855741241031457e-15,17.592496054248183,29
0.14743589743589744,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7635612905852538,0.5648293677676148,0.5034125480063816,0.6530019864845895,0.5254862344146348,0.14684117636902771,0.010546723224939769,0.004878723604421831,1.9855741241031457e-15,17.592496054248183,29
0.1717948717948718,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7610896395998945,0.5479076567439343,0.5340800992585615,0.6421600204074615,0.49296351850854997,0.09291437933728318,0.015718223583402843,0.007191420332873723,1.9855741241031457e-15,17.592496054248183,29
0.19615384615384618,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7537178766868036,0.5282648738974252,0.558994037691533,0.6258322487414053,0.4383528251244963,0.038418008326253854,0.022611325210891382,0.010175727640943629,1.9855741241031457e-15,17.592496054248183,29
0.2205128205128205,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.7299750661490588,0.5075699465225127,0.5781496471733482,0.6046556380042517,0.360919886066616,-0.015181459993028144,0.031462091204107874,0.013909299776398388,1.9855741241031457e-15,17.592496054248183,29
0.2448717948717949,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.679603505539451,0.4877936084959094,0.5923026769478628,0.5797302231174831,0.27025181726348285,-0.06680210680441312,0.04220130516276921,0.018434600272552625,1.9855741241031457e-15,17.592496054248183,29
0.2692307692307692,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.6062962133346417,0.4702830322587397,0.6028082075240443,0.5515717979688585,0.17784648555631627,-0.11491162003944028,0.054649398450261524,0.023745910272920365,1.9855741241031457e-15,17.592496054248183,29
0.2935897435897436,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.5278283838551139,0.4558429427938946,0.611257286397542,0.5203114377723932,0.09899136068526607,-0.15775106228714872,0.0687761013428408,0.02977606633055559,1.9855741241031457e-15,17.592496054248183,29
0.31794871794871793,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.4637058653283665,0.44525743883743474,0.6186739640902591,0.48683661355442287,0.04412709992286545,-0.1945029587925153,0.08368696932001667,0.03637846613008446,1.9855741241031457e-15,17.592496054248183,29
0.3423076923076923,4,144,1,1,1029,broad_xyz,22.359644512058754,False,0.42442386479438554,0.4390891133737066,0.6259701737313679,0.45246816751101865,0.01074773269578086,-0.2243596978720243,0.09819215089868315,0.04332570895956938,1.9855741241031457e-15,17.592496054248183,29
