t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
0.05,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.140354947918685,0.3534158147556286,-0.0533731858581944,-0.2890141748723955,-0.1483130539530202,-0.2427375088439639,0.0043684723411349,0.0009772666226854,2.3933636546129825e-15,17.618006918589536,0
0.075,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.1830658896403673,0.371357483863353,-0.0191934713254639,-0.3129519966058972,-0.1786860132900066,-0.2625507408122312,0.0109109245276946,0.0024673453368017,2.3933636546129825e-15,17.618006918589536,0
0.1,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.2656657404447135,0.4143718028696805,0.0466903086042154,-0.3104537124780487,-0.2007367668335727,-0.2899445948702933,0.0215982939917621,0.0051251309629887,2.3933636546129825e-15,17.618006918589536,0
0.125,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.3974580823381989,0.4821781915831364,0.1529099879298329,-0.2738339789230635,-0.2509828558675781,-0.3194538311326929,0.037259491874514,0.0099502983438748,2.3933636546129825e-15,17.618006918589536,0
0.15,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.5853227745761448,0.5893250680382922,0.3193983626723455,-0.1854253634204621,-0.3519660956379962,-0.3344188966377597,0.0632303637252959,0.0194955316060465,2.3933636546129825e-15,17.618006918589536,0
0.1625,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.6729828737340268,0.6485070470607215,0.4115905294854054,-0.1273300569514282,-0.4258570466940502,-0.3365937665345079,0.080158651582675,0.0275190573082142,2.3933636546129825e-15,17.618006918589536,0
0.175,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.7431524334195307,0.7094823415858484,0.494909475555081,-0.0720232253027211,-0.5038404596464736,-0.3385983970488672,0.1013418823868611,0.0385040780117733,2.3933636546129825e-15,17.618006918589536,0
0.1875,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.7945334889408088,0.7681917871619581,0.5656059567084586,-0.0248604631459876,-0.5618557283488933,-0.3395041070532933,0.1260439109469316,0.0528195811102964,2.3933636546129825e-15,17.618006918589536,0
0.2,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.823803375232286,0.8097394065727612,0.6234064988369277,0.0108198064555102,-0.5906203839627803,-0.3446344986241519,0.1524258111370455,0.0706527273385712,2.3933636546129825e-15,17.618006918589536,0
0.2125,6,144,1,1,1000,broad_xyz,22.35964451205876,False,0.8365077711576497,0.8371034931463943,0.6722344245225432,0.0324364859136494,-0.5992741641669891,-0.3442666550513897,0.1797838450525617,0.091367624758186,2.3933636546129825e-15,17.618006918589536,0
