t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
0.05,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.2230637363599904,0.3348077066804849,-0.15592787271027694,-0.6083084277856692,-0.42593895071152077,0.5504562239656856,0.002791150231710228,0.0006235046467365135,2.24633779487864e-15,17.52339266927084,0
0.075,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.24801387253689372,0.347531044342489,-0.11508339643599663,-0.6489800930937302,-0.5262657269247213,0.5854891054295801,0.006931119042652067,0.0016020337787121103,2.24633779487864e-15,17.52339266927084,0
0.1,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.33025088008149084,0.3958667656878341,-0.018649077292938476,-0.6617869996033406,-0.6229375967393096,0.6093901855639203,0.013755088658215963,0.0032884918067111117,2.24633779487864e-15,17.52339266927084,0
0.125,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.46140323648849435,0.485449461691093,0.13270932574811312,-0.6499063996186445,-0.7170873328874104,0.607763930115171,0.02236668838223632,0.00615798763900147,2.24633779487864e-15,17.52339266927084,0
0.15,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.6136159971419334,0.6194508869739269,0.3298308551132563,-0.6074356459483232,-0.8122884818131836,0.5696807491873701,0.03339766046347771,0.011368782693347498,2.24633779487864e-15,17.52339266927084,0
0.1625,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.6797612604687225,0.6936984728705394,0.43423574933511827,-0.5721877735667475,-0.851861732702902,0.533833080825789,0.04107695043355388,0.015492445157342287,2.24633779487864e-15,17.52339266927084,0
0.175,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.7338222793895867,0.7670688338988491,0.5263546716945753,-0.5368535590016368,-0.8712734784309363,0.49163781631901593,0.05043770859961919,0.021122866209509622,2.24633779487864e-15,17.52339266927084,0
0.1875,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.7700548890551717,0.8278348090518423,0.6024924773299861,-0.5085654267654081,-0.8685313319945641,0.44512212644501037,0.060250948497937065,0.028316546625345267,2.24633779487864e-15,17.52339266927084,0
0.2,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.787049444760419,0.868235010900312,0.6646799733339694,-0.4937105896994094,-0.851995984530237,0.39834478210144086,0.06983840199864806,0.03691129948128551,2.24633779487864e-15,17.52339266927084,0
0.2125,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.7904477851361532,0.8895981546089747,0.7118874230999283,-0.49845603098844576,-0.8128624103221146,0.35116589840903395,0.08297115309281487,0.04669174825219933,2.24633779487864e-15,17.52339266927084,0
0.225,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.786568459380767,0.898758257815852,0.7463918366227056,-0.5231237217642859,-0.7541191091474966,0.3037084177860648,0.10220675966144663,0.05749048821312622,2.24633779487864e-15,17.52339266927084,0
0.2375,7,144,1,1,1000,broad_xyz,21.99112410904393,False,0.7775626181210558,0.8995903143579954,0.768414465196458,-0.5684788168723366,-0.6790646107769912,0.2505879204834728,0.1212667523021059,0.06914754258606931,2.24633779487864e-15,17.52339266927084,0
