t,h,hD,h_over_R,J_AB,J_BC,J_AC,J_CD,comm_max,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,theta,phi,sign_label,sign_AB,sign_BC,sign_AC,J_tri_norm,J_tot_analytic
1.0,0.4330127018922193,0.4330127018922193,0.25,0.3530851350525074,1.692738569006458,0.09983498586628377,0.34641016151377546,2.1177935365364626,0.3247595264191644,0.015309703442995082,0.04714166082147495,-0.006253256065599233,0.006253256065599233,0.12988168861792115,0.0352928116239557,1.6231626355730406,0.44031538090849554,0.32937518985026154,0.29422533264354034,1.4933859938056915,1.4054493450270127,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.17814756283251282,1.7199370866439898,0.10039852510580276,0.34641016151377546,2.117753574955044,0.32475952641916445,0.01122289404155623,0.034557551445222066,0.012633409833880588,0.0,0.1298346739653363,0.035277107705415145,1.299687229951767,0.40814885028719833,0.2737748000838047,0.19598992875845261,1.4933859938056915,1.4881228359109546,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.3234814677873854e-16,1.7291274103963297,0.1005902510986183,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.007022423658631219,0.021623457011596434,0.023468672597796447,0.0,0.12984318271256587,0.03527994969779713,1.1197568553478219,0.3489460180906466,0.2057703622710746,0.08417500327801507,1.4933859938056915,1.5707963267948966,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.7320508075688772,0.0,6.363451432349441e-17,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.02697904594020308,0.08307391699229616,-9.43689570931383e-16,9.43689570931383e-16,0.1244096878508843,0.03347550077642181,0.9290287494068801,0.29811258364280424,0.0,0.0,1.5707963267948966,0.0,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.7282576859180896,0.11456601182309456,6.37127687019078e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.02609697357801544,0.0803578385082761,-0.022290483347068832,0.022290483347068832,0.12416068924037317,0.03339331106432042,0.9884455904783428,0.33540551365228777,0.20321362817635832,0.09141752800532946,1.5707963267948966,0.08267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.716820390829043,0.22918932268675277,6.394711316491896e-17,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.0248805311902101,0.07661216736132631,-0.03557604268710045,0.03557604268710045,0.12416447008498978,0.03339455871793173,1.1853504495603167,0.40139447641666276,0.26493899543969013,0.1858746621085529,1.5707963267948966,0.16534698176788384,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.6975655931744296,0.3439055929617129,6.433621930181681e-17,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.02361304748620545,0.07270932972025672,-0.03792576778468751,0.03792576778468751,0.12441951929806058,0.03347874685965424,1.4524220810225363,0.4540078135003469,0.31084552373576374,0.27092000643825465,1.5707963267948966,0.24802047265182575,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.6702062127280337,0.4587060136565437,6.487762969902003e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.022767225525661267,0.0701048735250211,-0.035533515724722964,0.035533515724722964,0.12490210714271965,0.03363816940112485,1.723899194452998,0.49127956426933717,0.3464569999183328,0.29120857232514563,1.5707963267948966,0.3306939635357677,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.6343450647833446,0.5735121700699338,6.556738640553666e-17,0.34641016151377546,2.1213203435596424,0.3247595264191644,0.022934935158366043,0.07062128526682267,-0.031962139817438395,0.031962139817438395,0.12556841233022537,0.033858555684095126,1.950194639782261,0.5137079233985571,0.37220338425636856,0.2900793527534852,1.5707963267948966,0.4133674544197096,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.5894819193352954,0.688147678994985,6.639950113847804e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.02452406376900086,0.0755145323661664,-0.029279079115691053,0.029279079115691053,0.12635862868202963,0.034120335879922026,2.0979782945460315,0.5205072939869972,0.3881838898785869,0.29130398464616675,1.5707963267948966,0.4960409453036515,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.535026054108301,0.8023060595612492,6.736526578344477e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.027406013287884588,0.0843886354622647,-0.02902209651660409,0.02902209651660409,0.1272029649010497,0.03440053394776821,2.1519250057012367,0.5085678135694259,0.39507744300883907,0.2968141248282171,1.5707963267948966,0.5787144361875934,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.470317083603854,0.9155149773011124,6.845241457232027e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.030915917117208553,0.09519633637261078,-0.03235479455617507,0.03235479455617507,0.1280292010041656,0.03467521313373789,2.1183479965987537,0.47432769944857095,0.3943375827337344,0.30876305306975366,1.5707963267948966,0.6613879270715354,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.3946574703572934,1.0270981162365136,6.964417421546137e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.03414201707543749,0.10513014799563009,-0.03948660831113879,0.03948660831113879,0.1287711149869444,0.034922269601818545,2.028657731829784,0.4243960795303722,0.38844123808590963,0.3288126219548124,1.5707963267948966,0.7440614179554773,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.307360440673653,1.1361376140950494,7.091827887002906e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.03619991991109514,0.11146684536167296,-0.04834345111160973,0.04834345111160973,0.12937669509399788,0.03512421373913677,1.9378220986177805,0.40625841505991633,0.38146259148935363,0.3571236726597814,1.5707963267948966,0.8267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.207816645633697,1.24144228642743,7.22460847100478e-17,0.34641016151377546,2.1213203435596424,0.3247595264191645,0.03644540144547741,0.11222273245477524,-0.0538609925971725,0.0538609925971725,0.12981473108067318,0.035270446814499756,1.9073149464186916,0.40614114605322177,0.37853782115795026,0.3575501785166321,1.5707963267948966,0.9094083997233612,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.0955812840648942,1.3415295934144418,7.359198999819094e-17,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.034673354608367526,0.10676624328985784,-0.052031883865944956,0.052031883865944956,0.13007832317891585,0.03535850860855372,1.9647224836286892,0.39381762592392217,0.3819383920478272,0.32249184967715633,1.5707963267948966,0.992081890607303,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.9704799455835103,1.434631895372547,7.491343642487184e-17,0.34641016151377546,2.121320343559642,0.32475952641916445,0.031257863191460324,0.09624925721537128,-0.04529309337163889,0.04529309337163889,0.1301842510704705,0.03539391106358836,2.0709447892764135,0.4566729919748554,0.3882853159865868,0.2960473126681606,1.5707963267948966,1.074755381491245,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.8327257923655884,1.5187388698288797,7.616180670235243e-17,0.34641016151377546,2.1213203435596424,0.3247595264191644,0.02707902824906286,0.08338178266127962,-0.03915548057279308,0.03915548057279308,0.13016806369632014,0.03538850052863074,2.1391365442792134,0.5039727679127904,0.39148724485462577,0.282267560768282,1.5707963267948966,1.1574288723751869,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.683033281170335,1.5916863814249607,7.728449851290665e-17,0.34641016151377546,2.1213203435596424,0.3247595264191644,0.023057257449291164,0.07099794024065473,-0.03583840541797864,0.03583840541797864,0.1300759670382671,0.035357721245409035,2.084418614268758,0.5144643297300361,0.3850071587859967,0.2806986071210842,1.5707963267948966,1.2401023632591288,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.5227061541458794,1.6512959384731811,7.822830090997088e-17,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.01945120958023059,0.05989419246511979,-0.03287770570926338,0.03287770570926338,0.1299555993536529,0.03531750254675359,1.8674694704037478,0.49790690023252615,0.36232611709161755,0.2873203044078534,1.5707963267948966,1.3227758541430708,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.3536731353049399,1.6955575228707438,7.894390800272272e-17,0.34641016151377546,2.121320343559642,0.3247595264191644,0.01574349558682334,0.048477394213536765,-0.025374402360219234,0.025374402360219234,0.1298480335489183,0.0352815699401785,1.5221914283262252,0.45611559236067145,0.3185615478687591,0.28400338364336114,1.5707963267948966,1.4054493450270127,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,0.17844760299847512,1.7228338436959318,7.939102129387263e-17,0.34641016151377546,2.1213203435596424,0.3247595264191645,0.01146452887350551,0.0353015937666701,-0.010752031919982502,0.010752031919982502,0.12978261009230027,0.03525971904197844,1.1640957780605445,0.38310451007792956,0.249058294445939,0.1513435456263687,1.5707963267948966,1.4881228359109546,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
1.0,0.4330127018922193,0.4330127018922193,0.25,1.3257190484061335e-16,1.7320508075688772,7.954314290436801e-17,0.34641016151377546,2.1213203435596424,0.32475952641916445,0.006891075810763977,0.021219010529870408,-3.0531133177191805e-16,3.0531133177191805e-16,0.12977484273783058,0.0352571250081809,0.9834400369566942,0.313472858357545,0.0,0.0,1.5707963267948966,1.5707963267948966,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,0.32475952641916445
0.02,0.8660254037844386,0.8660254037844386,0.5,0.28567448691205916,0.0,1.7083296191097115,0.34641016151377546,4.242640687119285,1.2990381056766578,0.26206505291963,0.20173777179778923,-7.22460860097032e-09,7.22460860097032e-09,3.724216077346848e-07,2.7001678448712596e-08,0.020055899763462032,0.0331031645468201,0.015773261001409817,0.004648378385111061,0.1,0.0,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.28470827072336585,0.018873279937128458,1.7083866658008442,0.34641016151377546,4.242388807715116,1.2990381056766578,0.2616748745042015,0.20143741231354975,-6.4026665049808605e-09,6.4026665049808605e-09,3.72421904962212e-07,2.7001700875217693e-08,0.020056322389771928,0.0332066720720548,0.015769971780536386,0.004645227570238627,0.1,0.08267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.2818156461362531,0.037621371114603154,1.7085562835412427,0.34641016151377546,4.241639753045129,1.2990381056766576,0.2613561739912014,0.20119207654425447,-3.964390803903651e-09,3.964390803903651e-09,3.724222003855612e-07,2.7001723745812e-08,0.020057455076267543,0.033417053011901926,0.01575985571154767,0.0046355956837057875,0.1,0.16534698176788384,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.27701467827526033,0.05611971494615619,1.7088339432532396,0.34641016151377546,4.240413124397924,1.2990381056766578,0.26111128763400654,0.20100356293859134,6.881220529114534e-11,0.0,3.724224852789771e-07,2.7001745062094074e-08,0.020059265821959597,0.03363970133260063,0.015743102103356145,0.004619698626077752,0.1,0.24802047265182575,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.2703354510722172,0.0742450220615797,1.7092122222218795,0.34641016151377546,4.238741093791226,1.2990381056766576,0.260941772473364,0.2008730701070864,5.659787898764248e-09,0.0,3.7242276490836905e-07,2.7001766822465356e-08,0.02006170336650736,0.03384386768374739,0.015720030936981117,0.004597896205938121,0.1,0.3306939635357677,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.2618200238056534,0.09187592831899757,1.7096809903984806,0.34641016151377546,4.236667662535396,1.2990381056766578,0.2608483945870187,0.20080118777666264,1.2752947104251917e-08,0.0,3.72423031843807e-07,2.7001786917502102e-08,0.020064698781688366,0.03401867016948613,0.01569109590885137,0.004570688968068171,0.1,0.4133674544197096,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.2515223575453269,0.10889367438199334,1.7102276665211649,0.34641016151377546,4.234247631643374,1.2990381056766576,0.26083112830877436,0.200787896189473,2.1270693864165145e-08,0.0,3.724232877036362e-07,2.700180667947194e-08,0.02006816760243832,0.03415905103560796,0.015656887638229516,0.004538713236092291,0.1,0.4960409453036515,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.2395081996757785,0.12518281328202477,1.7108375392032014,0.34641016151377546,4.231545294517451,1.2990381056766578,0.2608891667862037,0.2008325742302292,3.110878556706601e-08,0.0,3.72423531123997e-07,2.7001825442241056e-08,0.020072012417671203,0.034262127466911964,0.015618135972489398,0.0045027338793092175,0.1,0.5787144361875934,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.22585491253063858,0.14063194764221554,1.7114941465830766,0.34641016151377546,4.228632867939014,1.2990381056766576,0.26102094411735927,0.20093401646705025,4.213117167169351e-08,0.0,3.7242375811265466e-07,2.700184276172024e-08,0.020076125824846212,0.0343260668709516,0.01557571002369104,0.004463634205847026,0.1,0.6613879270715354,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.21065123090375107,0.15513449505900329,1.7121797065032405,0.34641016151377546,4.225588684509736,1.2990381056766578,0.26122416912018065,0.20109045914716353,5.416425440104149e-08,0.0,3.724239719705605e-07,2.7001859193021005e-08,0.020080393638426345,0.034349685271560494,0.01553061430861935,0.0044224023163592745,0.1,0.7440614179554773,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.1939969329454111,0.16858947668998295,1.7128755875302712,0.34641016151377546,4.222495178220621,1.299038105676658,0.26149587054265017,0.20129961499969948,6.699128776316478e-08,0.0,3.7242416667549095e-07,2.7001874403076442e-08,0.020084698235384457,0.034332295081888314,0.015483979190779911,0.004380113248256995,0.1,0.8267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688776,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.17600240978820547,0.18090232057496608,1.7135628095168665,0.34641016151377546,4.220679910925782,1.2990381056766578,0.26183245322230303,0.20155871646730236,8.034751711311616e-08,0.0,3.724243451959013e-07,2.7001887725752738e-08,0.020088921918613847,0.03427365686207935,0.015437043807109281,0.004337906330179958,0.1,0.9094083997233612,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.15678812120609367,0.19198566783965457,1.7142225609274966,0.34641016151377546,4.225222468733685,1.2990381056766578,0.2622297643620551,0.20186456672528622,9.391686762083703e-08,0.0,3.724245043480192e-07,2.7001900160250614e-08,0.020092950183917282,0.03417398941611537,0.015391129891611769,0.004296957382660909,0.1,0.992081890607303,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.13648392765414022,0.20176016692505644,1.7148367189136327,0.34641016151377546,4.229448288483097,1.2990381056766578,0.2626831687231636,0.2022135975652032,1.0733110432165534e-07,0.0,3.724246430567337e-07,2.7001910485324743e-08,0.02009667478727098,0.03403403590200854,0.015347605471689535,0.004258445770945444,0.1,1.074755381491245,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.11522829305203337,0.21015523857501198,1.7153883572473594,0.34641016151377546,4.2332416234939725,1.2990381056766576,0.2631876311681386,0.2026019329364064,1.2017223508997465e-07,0.0,3.724247638041249e-07,2.7001919589153545e-08,0.020099996526309817,0.033855225948452174,0.015307838371833759,0.004223516849015882,0.1,1.1574288723751869,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.09316735747344919,0.217109792702559,1.7158622268160302,0.34641016151377546,4.2364984434091895,1.2990381056766576,0.2637378046424896,0.20302545667442978,1.3197836093685155e-07,0.0,3.724248599450666e-07,2.700192747173702e-08,0.020102827671395037,0.033640070147657436,0.015273140805912768,0.004193241006091288,0.1,1.2401023632591288,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.07045388422575447,0.22257287760797867,1.716245193540482,0.34641016151377546,4.239129332915548,1.2990381056766578,0.2643281213912807,0.20347988271952536,1.4225174899428315e-07,0.0,3.724249371910748e-07,2.7001932689785235e-08,0.02010509400481149,0.0333932490553421,0.015244707953619584,0.0041685712672687066,0.1,1.3227758541430708,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.047246091332729986,0.22650424244515607,1.7165266193706772,0.34641016151377546,4.2410619944917896,1.2990381056766578,0.26495288499013686,0.20396082596216467,1.5046459193858531e-07,0.0,3.72424991226362e-07,2.7001937241699636e-08,0.020106736447792525,0.03312525923083095,0.015223555043688313,0.004150302086336094,0.1,1.4054493450270127,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688774,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.023706382811708976,0.2288747953648487,1.7166986734603957,0.34641016151377546,4.242243279738198,1.2990381056766576,0.2656063606520576,0.20446387176125644,1.560461663227647e-07,0.0,3.7242502500583697e-07,2.7001939573167988e-08,0.020107712263469253,0.03286787883225244,0.015210458729861922,0.004139032441160321,0.1,1.4881228359109546,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,1.7578805364390102e-17,0.2296669423592716,1.7167565627040264,0.34641016151377546,4.242640687119285,1.299038105676658,0.26628286126638745,0.20498464217697676,1.5824889924555152e-07,0.0,3.7242503697507024e-07,2.7001940461346408e-08,0.020107995751442457,0.032735624396770746,0.015205909058168458,0.004135136444854661,0.1,1.5707963267948966,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688776,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.49591282106989915,0.0,1.6595392354200287,0.34641016151377546,4.242640687119284,1.2990381056766576,0.24938129099184014,0.19197380731332714,-2.0166894139671667e-08,2.0166894139671667e-08,3.724227176625193e-07,2.7001763047707072e-08,0.0201713071753757,0.03568726936822368,0.01876171230583574,0.008068946834200775,0.17741033298920508,0.0,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.49426876553287535,0.032765022078142546,1.6597062513429373,0.34641016151377546,4.241881507063735,1.2990381056766576,0.24866494528448083,0.19142236413069147,-1.916171763909245e-08,1.916171763909245e-08,3.72423231813258e-07,2.700180257164675e-08,0.020172763006195832,0.035964600045412035,0.018758943775270036,0.008064016349124507,0.17741033298920508,0.08267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.4893448733491759,0.06532577355338529,1.6602030412683055,0.34641016151377546,4.239622065686741,1.2990381056766578,0.2480886002358584,0.19097869350540045,-1.6178621774329678e-08,1.6178621774329678e-08,3.724237377963509e-07,2.70018408743411e-08,0.02017676173795068,0.03641558247062606,0.018750254349782548,0.00804890253955973,0.17741033298920508,0.16534698176788384,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.48116607781385645,0.09747823940882198,1.6610169169526798,0.34641016151377546,4.235916424700862,1.2990381056766576,0.24765691931648234,0.19064638537872608,-1.1244872580101186e-08,1.1244872580101186e-08,3.724242260554045e-07,2.700187873294624e-08,0.020183190893465833,0.03685083234981244,0.01873575447516651,0.008023926558922288,0.17741033298920508,0.24802047265182575,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.46977429247610697,0.12901897464988477,1.6621270162983528,0.34641016151377546,4.2308538884109135,1.2990381056766576,0.2473729269876503,0.19042776798206076,-4.4078762220438595e-09,4.4078762220438595e-09,3.7242469756722974e-07,2.700191448212763e-08,0.020191869374828787,0.03723943856213871,0.01871564008786607,0.007989626074012025,0.17741033298920508,0.3306939635357677,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.45522891813964084,0.15974553375939823,1.663504732945878,0.34641016151377546,4.224557750423534,1.2990381056766578,0.24723795793427844,0.19032386875633206,4.2614453284216865e-09,0.0,3.724251503351599e-07,2.7001949232108302e-08,0.020202552930500235,0.03757152675280696,0.018690205051019024,0.007946753523727671,0.17741033298920508,0.4133674544197096,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.43760749323881115,0.18945706592814496,1.6651143210095642,0.34641016151377546,4.2171834345946335,1.2990381056766578,0.24725162361117567,0.19033438859931243,1.4664057302146128e-08,0.0,3.7242557973003685e-07,2.700198198368753e-08,0.020214941523351924,0.0378417882978008,0.018659856436360336,0.00789627251723675,0.17741033298920508,0.4960409453036515,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.41700643003438403,0.21795511860998398,1.6669136761037404,0.34641016151377546,4.20891594090809,1.2990381056766576,0.24741180013096706,0.19045769254173836,2.6667175871205662e-08,0.0,3.724259847676848e-07,2.7002013069932218e-08,0.020228688350168042,0.038046501732446135,0.018625130599031713,0.007839351252494799,0.17741033298920508,0.5787144361875934,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.3935417655945821,0.24504468091485293,1.668855291236492,0.34641016151377546,4.199966502977378,1.2990381056766576,0.24771464191399534,0.19069082025500933,4.0097802837221886e-08,0.0,3.7242636415819055e-07,2.7002041713686253e-08,0.020243410201813097,0.038182764409062174,0.018586707527858844,0.007777351584774331,0.17741033298920508,0.6613879270715354,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.3673498457267827,0.27053548456531895,1.670887381733286,0.34641016151377546,4.190568375476773,1.2990381056766578,0.24815462547684802,0.191029519759612,5.473595606099179e-08,0.0,3.7242671727105447e-07,2.7002069247217264e-08,0.020258698802159344,0.038248266938621864,0.01854542060795868,0.007711812206704623,0.17741033298920508,0.7440614179554773,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.3385878528722976,0.294243563868033,1.6729551670650251,0.34641016151377546,4.18097169934615,1.2990381056766578,0.24872462719252364,0.1914683072849238,7.030828065668406e-08,0.0,3.7242703809349577e-07,2.70020934500792e-08,0.020274132726116105,0.038241242746833576,0.01850225876572935,0.007644424365317634,0.17741033298920508,0.8267349088394192,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.3074340864932155,0.3159930579211564,1.6750022894932766,0.34641016151377546,4.17527312816449,1.2990381056766578,0.24941603778639881,0.19200055540824967,8.648281983008628e-08,0.0,3.724273314231977e-07,2.70021159876066e-08,0.020289289477397998,0.038160488182445745,0.01845835805923737,0.007576998698371763,0.17741033298920508,0.9094083997233612,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.27408790761617347,0.33561821894208316,1.6769723402646604,0.34641016151377546,4.189183084253005,1.2990381056766578,0.2502189147616955,0.19261861039200126,1.0286613084109679e-07,0.0,3.72427591410764e-07,2.700213586059874e-08,0.02030375730956674,0.03800542015541382,0.018414980225989933,0.007511422185936036,0.17741033298920508,0.992081890607303,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.23876926866694018,0.35296557133739664,1.6788104543964215,0.34641016151377546,4.202134626358552,1.2990381056766576,0.25112217195498904,0.19331393810359526,1.1900393296506738e-07,0.0,3.7242781997603467e-07,2.700215340212253e-08,0.020317146401327014,0.037776167082725014,0.01837347659832891,0.007449604935839125,0.17741033298920508,1.074755381491245,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.20171776582845138,0.36789614841689716,1.6804649258253472,0.34641016151377546,4.213770242632489,1.2990381056766578,0.25211380314150117,0.19407729614688804,1.343860272498553e-07,0.0,3.724280141443464e-07,2.7002168612177968e-08,0.020329099049882844,0.03747371667902694,0.018335237199308387,0.007393417568748864,0.17741033298920508,1.1574288723751869,anti_like_all_positive,1.0,1.0,1.0,1.732050807568877,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.16319117359486934,0.3802877191205766,1.6818887869139263,0.34641016151377546,4.22376749421229,1.2990381056766578,0.2531811342259444,0.1948989279987784,1.4845594712679894e-07,0.0,3.7242817373910014e-07,2.700218049156433e-08,0.020339298621218353,0.037100210786581704,0.01830162670625916,0.007344621290429106,0.17741033298920508,1.2401023632591288,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
0.02,0.8660254037844386,0.8660254037844386,0.5,0.12346344898423885,0.39003690742976416,1.683041291117821,0.34641016151377546,4.231848374007449,1.2990381056766578,0.25431109628638227,0.1957687731984689,1.6062379465294415e-07,0.0,3.724282980525677e-07,2.700218981743774e-08,0.02034747708411684,0.03665972275286222,0.01827391114390109,0.007304794194240837,0.17741033298920508,1.3227758541430708,anti_like_all_positive,1.0,1.0,1.0,1.7320508075688772,1.2990381056766578
