regime_label,description,sign,sign_label,lambda_h_over_Jbar,Jbar_RMS,R_internal_norm,h,J_CD,include_D_transverse,env_label,t,N,corr_J_rho_exp,corr_eta,corr_S_L,corr_P_pair,corr_N_pair_sum,corr_J_tot,mean_J_tot,std_J_tot,J_tot_analytic,max_I3_minus,mean_I3_minus,median_I3_minus,max_J_rho_exp,mean_J_rho_exp,median_J_rho_exp,mean_S_ABC,mean_S_L,mean_P_pair,mean_N_pair_sum,theta_at_max_I3,phi_at_max_I3
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.4388888888888889,400,-0.6591862474481309,-0.6591862474481309,-0.4643996603149088,-0.22157869810188563,-0.3093368841032965,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.009250024060130086,0.0034469082254214123,0.0023517768506683785,0.5656251192901873,0.2977186134528731,0.26934432118183227,0.013634536188138334,0.0024509095492585647,1.9567461840963103,0.4474540549213289,1.3385653278272813,0.5787144361875934
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.4666666666666667,400,-0.663348334939838,-0.6633483349398384,-0.49041850436886264,-0.16355607993900492,-0.2971130986212074,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.011312465919398471,0.00434054729033508,0.00314685074597585,0.5550623181483078,0.29802499258488957,0.27571875414288205,0.016483053735570467,0.0030486258096962737,1.9885434415593994,0.4414119071337144,1.3385653278272813,0.6613879270715354
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.49444444444444446,400,-0.6634326354806857,-0.6634326354806857,-0.5124144156045867,-0.09718110395351594,-0.25122916802241807,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.013490086752240813,0.0053467827096491975,0.004207634051205099,0.5416003148893903,0.29735464673624956,0.2816109669496467,0.019642882455340488,0.0037331166922310046,2.002476240914657,0.4344258221281821,1.3385653278272813,0.6613879270715354
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.5222222222222223,400,-0.6597003639509663,-0.6597003639509669,-0.5292258354464041,-0.02237187342390011,-0.1775495670351688,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.0157145182452942,0.006455203451790725,0.0054471995902753735,0.5254774651769767,0.2957738477415824,0.28358842850753607,0.023111589108987342,0.004507768403038207,2.000199157782991,0.4278382513146451,1.2611549948380762,0.6613879270715354
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.55,400,-0.6508750427436493,-0.6508750427436495,-0.5397350008088594,0.05842636360779982,-0.0748106372591562,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.018085276380825594,0.007647781475610115,0.006835784033808514,0.5070174721419477,0.2933715872953843,0.282840821950607,0.026883865615813848,0.005375182749754646,1.9836967016964204,0.42245518704517626,1.2611549948380762,0.7440614179554773
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.64,400,-0.589619077766291,-0.5896190777662904,-0.5178180104221631,0.30955820727408584,0.3809410337400705,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.02611220815790788,0.011971822483777102,0.01329176897006078,0.4534112178312428,0.28079770148707744,0.27948485290055575,0.041076065159582606,0.008837844985236012,1.8600435980407333,0.41448723488006484,1.2611549948380762,0.8267349088394192
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.73,400,-0.5221301291415223,-0.5221301291415222,-0.4034746203468862,0.4208461249524853,0.42029240395011686,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.03609061491078905,0.017319657687003994,0.01984768168700686,0.4402059708805875,0.2616982923979003,0.26214358440757535,0.057876359780319575,0.013275160041435405,1.692199968126027,0.41254324250285335,1.2611549948380762,0.9094083997233612
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.8200000000000001,400,-0.5576448402055332,-0.5576448402055332,-0.2597914807673793,0.3700241791803223,0.2931010277279679,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.05020534745497694,0.025231105405746978,0.02863134716443167,0.39648989030499937,0.23717676507199606,0.23639236074111722,0.07651174510379156,0.018553105862339755,1.5570464868088703,0.40172115853722945,1.2611549948380762,0.8267349088394192
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,0.91,400,-0.7552776655393407,-0.7552776655393401,-0.08564520173539159,0.3069450694439224,0.14086401814934799,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.06975449611120593,0.03586765470721393,0.039362995328491336,0.34110390129720936,0.20882548634101866,0.21433406579510178,0.09593955313088705,0.02440118013654886,1.513556582802293,0.3856726700690263,1.2611549948380762,0.8267349088394192
ferro_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,ferro_like_all_negative,1.0,1.0,1.7320508075688772,1.0,0.2,True,D_with_TF,1.0,400,-0.791547114347676,-0.7915471143476771,0.045394872728009204,0.3227526319246001,0.07177960270827638,,1.7320508075688772,1.7342238036525468e-16,1.7320508075688772,0.09072499865899564,0.04401861148369563,0.04828453344897857,0.28708811251816546,0.17996002310836873,0.19627336234684784,0.11496108848101085,0.030434126723264773,1.5525045809513387,0.3867991378711986,1.3385653278272813,0.7440614179554773
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.02,400,-0.49713159097043236,-0.4971315909704321,-0.21139421397321836,-0.6542371694279566,-0.046479800248879995,,6.928203230275509,6.936895214610187e-16,6.928203230275509,2.8239534898009664e-07,6.719762049603282e-08,0.0,1.4828785652630438,0.8097034610100974,0.7896045391404403,6.481908127526294e-07,4.8479644232934934e-08,0.021186991931914232,0.04233308918053971,1.2611549948380762,0.0
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.04,400,-0.5131694234068647,-0.5131694234068651,-0.1823551244471945,-0.7647862223656792,-0.03255167538950721,,6.928203230275509,6.936895214610187e-16,6.928203230275509,3.881605386536042e-06,9.509590794497302e-07,0.0,1.5991410453134987,0.8636585876719337,0.8507707428308755,8.924196959961556e-06,7.854906347137814e-07,0.07207464426148684,0.08399639795108779,1.5707963267948966,0.3306939635357677
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.06,400,-0.5262238141725696,-0.5262238141725697,-0.15131670609680098,-0.8164834562017469,-0.02113197255837402,,6.928203230275509,6.936895214610187e-16,6.928203230275509,1.777850691224521e-05,4.468914320254619e-06,0.0,1.7094976303265579,0.9138982600041708,0.9016098951930465,4.0773643883485704e-05,4.002645824051909e-06,0.1450276364853266,0.12441863940443915,1.5707963267948966,0.3306939635357677
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.08,400,-0.5374882131392674,-0.5374882131392673,-0.11822713137772407,-0.7929532274444847,-0.011050866054341118,,6.928203230275509,6.936895214610187e-16,6.928203230275509,5.184237567522283e-05,1.3383995006763411e-05,0.0,1.8093489043120834,0.9586701966788792,0.9443685987807959,0.00011841012319274282,1.2655614833521345e-05,0.23489012013255148,0.16307573709979004,1.4933859938056915,0.3306939635357677
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.1,400,-0.5482027658820612,-0.5482027658820612,-0.08405251899103022,-0.7287513568774572,-0.0016662775598633723,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.00011796854434959825,3.1316007527995056e-05,2.698868348900902e-07,1.895455739495223,0.9966194340063517,0.9795988114885384,0.00026778347691544047,3.0720823386199694e-05,0.3370468539499158,0.19949233176276526,1.2611549948380762,0.16534698176788384
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.14,400,-0.5708274034071393,-0.5708274034071392,-0.06303088003644525,-0.597770085728135,0.014127909977580694,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.000401366640392128,0.00011248721649978228,1.002370846273689e-05,2.015774734878765,1.0481159984962094,1.0155136999146164,0.0008898460195928634,0.00011455960449928942,0.5608962011252291,0.26396968779416746,1.4933859938056915,0.4133674544197096
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.18,400,-0.5953846218634454,-0.5953846218634458,-0.09117249943602938,-0.5060880962857633,0.023611261907848822,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.000977377884956453,0.0002896092354309293,5.688814184996792e-05,2.0549135643412795,1.0639903560059956,1.0038714996355267,0.0021018592047185526,0.0002968181499936548,0.784092754492664,0.31519768484685556,1.4159756608164864,0.4133674544197096
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.21999999999999997,400,-0.62445331334317,-0.6244533133431696,-0.18048596884396517,-0.4429217543623194,0.025126373664219055,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.0019375552001316063,0.000606847662639314,0.00018754428265363356,2.007825068071435,1.0453650284146412,0.9121527176042938,0.004029241656041041,0.0006144763666193004,0.9790262909122758,0.35163716755343527,1.3385653278272813,0.4133674544197096
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.26,400,-0.6593022133932862,-0.6593022133932862,-0.2730655148018744,-0.3920354941687948,0.020776996862905975,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.0033306440935751466,0.0010993219805067076,0.0004473450600065332,1.8806562575186452,0.998444760552094,0.8668642685798851,0.00670122665701482,0.0010906274972760002,1.124930008681086,0.3729686000037054,1.3385653278272813,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.3,400,-0.6985771415516356,-0.6985771415516355,-0.3642872073362172,-0.3367113604889425,0.027526698025256435,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.0051113081016774635,0.0017783152301695882,0.0009900795081718237,1.6904259666022292,0.9333145564311005,0.8504379102518176,0.010055643511787473,0.0017298934442109214,1.2092235299107466,0.3800098122823148,1.2611549948380762,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.3277777777777778,400,-0.7255267115042101,-0.7255267115042104,-0.4231152696864469,-0.2878076506480053,0.05214527791598458,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.006503924094596457,0.0023521786356370646,0.0014408026533588303,1.5347303127074725,0.883716497357488,0.8340237984445471,0.01272109650963338,0.002263602394713859,1.2290931939120968,0.3773495023489774,1.2611549948380762,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.35555555555555557,400,-0.7434727827495805,-0.7434727827495807,-0.4754218784074389,-0.2235167663805398,0.09992420715171488,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.007988731465112945,0.002996830808582967,0.0020883674216237106,1.3702435665455335,0.8351554418659606,0.8064816099573735,0.015602061711228122,0.0028619061577619797,1.2182696763785328,0.36929727728299105,1.1837446618488712,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.3833333333333333,400,-0.7382645273127783,-0.7382645273127785,-0.5178702147274008,-0.13868487370166138,0.16673965863121107,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.009486940949966823,0.0037013978698744996,0.0028628925475711713,1.242275294051564,0.7911109451461438,0.7916439754312421,0.018642527265206228,0.003514542843054501,1.1796674411747856,0.3566165993779488,1.106334328859666,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.4111111111111111,400,-0.6964335443450311,-0.6964335443450318,-0.5473431148633591,-0.030552597515873043,0.2341387845509628,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.01100762410963389,0.004462303294707966,0.003768837131960249,1.2849889646604025,0.7541232814059882,0.7714758992669795,0.021786051264522946,0.004209809715552964,1.1178663674038871,0.3401123200273622,1.106334328859666,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.4388888888888889,400,-0.6243701170441245,-0.6243701170441248,-0.5608514307098613,0.09517645411433935,0.2762375881498333,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.012566335390351721,0.005284687888041919,0.004884073651551062,1.3135879234523173,0.7254964831734578,0.7467832983214272,0.0249765437921548,0.004934890671015259,1.0389295995092578,0.3206607364400363,1.028923995870461,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.4666666666666667,400,-0.5513113314468003,-0.5513113314468003,-0.5559511572686169,0.21985148917025474,0.27597002330025133,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.014159799163866334,0.006191698549694729,0.006267175420952561,1.3218742070258662,0.7051643740684871,0.7188074055159794,0.028157662062269207,0.005675864670460598,0.9502008255198661,0.2993201385775979,0.9515136628812558,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.49444444444444446,400,-0.5057918883003304,-0.5057918883003304,-0.5331523601051535,0.3224575814485349,0.22955188456599065,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.01586644027284415,0.007213981128891805,0.0076389152653982655,1.3087316018079562,0.6918425193794994,0.6936677318052461,0.031271621656460795,0.006417539877303685,0.8600504854120298,0.2774922957157175,0.9515136628812558,0.4960409453036515
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.5222222222222223,400,-0.4991104468767641,-0.49911044687676404,-0.49533114040246395,0.39330160741311093,0.14245991791934892,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.017664055339142525,0.008376870731032595,0.009088850238406436,1.2773022793255868,0.6835589640624837,0.6750771201354724,0.03425835436183458,0.007143336022394379,0.7774800559901507,0.2567868242240127,0.9515136628812558,0.5787144361875934
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.55,400,-0.5332525392030958,-0.5332525392030958,-0.4456319824504744,0.43921768875184036,0.0205850442044179,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.019545384454475893,0.009679614621317787,0.01060580583338255,1.2219116252797697,0.678322339608025,0.6794004080368712,0.03705581290157492,0.007835444196521841,0.7113851576911264,0.23894151386031098,0.8741033298920508,0.5787144361875934
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.64,400,-0.8111070207358432,-0.8111070207358424,-0.18101159209475945,0.31461613940531624,-0.3870122396467357,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.025121039273894925,0.013831350201934774,0.014981922379155577,1.0405489480653805,0.6718461519416731,0.7022891415751997,0.04410581705300981,0.00963089819994909,0.6765929948751419,0.22220361517892875,0.8741033298920508,0.7440614179554773
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.73,400,-0.7764428875691026,-0.7764428875691023,0.016231552944569183,-0.21798845529794458,-0.385416474838989,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.027532581058988474,0.014706800198360338,0.015698199635480088,1.5436058500349237,0.6930801143511696,0.5494097345995523,0.04708457280423261,0.010414462986861264,0.8555748463467572,0.2776443861284063,0.9515136628812558,0.9094083997233612
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.8200000000000001,400,-0.7186642776454282,-0.7186642776454283,0.1079179026441212,-0.346957546439715,-0.23771844907816184,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.027682009849870903,0.014130129241207363,0.014784817975543197,1.938702531228808,0.7487488641597935,0.46617205469942585,0.04651531856559064,0.010270157166453173,1.003523300224699,0.3368237774700078,0.8741033298920508,1.4054493450270127
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,0.91,400,-0.6620316868027384,-0.662031686802738,0.26284078885028983,-0.2726129620070562,-0.086601871300247,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.025119533219832332,0.013074583612073318,0.013895628163187457,1.987639210666524,0.8172316700001311,0.5561720494382492,0.0453867666938765,0.009971720481883044,0.9712597492882554,0.34340968683695394,0.9515136628812558,1.3227758541430708
ferro_field_dominated,"ferromagnetic-like, field-dominated",-1.0,ferro_like_all_negative,2.0,1.0,1.7320508075688772,2.0,0.2,True,D_with_TF,1.0,400,-0.44600854569096365,-0.4460085456909635,0.43849479508553624,0.2021389887962537,0.3573546981906935,,6.928203230275509,6.936895214610187e-16,6.928203230275509,0.0208815927973477,0.01190264138902673,0.013434093591235874,1.6817219286128404,0.8563402262286118,0.7169567404035349,0.04793656869416069,0.010628331345244128,0.8388941073255246,0.3226923591089823,1.4159756608164864,0.6613879270715354
