t,h,J_AB,J_BC,J_AC,J_CD,include_D_transverse,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,regime_label,description,sign,sign_label,lambda_h_over_Jbar,Jbar_RMS,R_internal_norm,theta,phi,J_tri_norm,env_label,J_tot_analytic
0.02,1.0,-0.11711319269364281,-0.12721884033129385,-1.7233977680042012,0.2,True,1.7320508075688774,0.35403866373852894,0.20440431781297508,3.861827258844709e-08,0.0,1.7278151535556564e-07,1.2018380624034819e-08,0.020088438831859817,0.03259768187245089,0.01366391976159391,0.0029806982533394167,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,0.8267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.10620754319867906,-0.13645545429127512,-1.7233977680042012,0.2,True,1.7320508075688772,0.35412541350098636,0.20445440281168203,4.44251573179494e-08,0.0,1.727814390098792e-07,1.2018375072919696e-08,0.020092322401434944,0.03258845489661655,0.013700895597064153,0.0030047124521377,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,0.9094083997233612,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.0945763884906363,-0.1447599391344366,-1.7233977680042012,0.2,True,1.7320508075688774,0.35428454924930114,0.20454627987880922,4.999121983250137e-08,0.0,1.7278137135480758e-07,1.2018370076916085e-08,0.020096047511644496,0.03255271936480076,0.013735924793869848,0.003027578190574681,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,0.992081890607303,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.08229918115000619,-0.15207556680866266,-1.7233977680042012,0.2,True,1.7320508075688772,0.35451479196518937,0.20467921057280627,5.519281904448092e-08,0.0,1.7278131195253043e-07,1.2018366191135499e-08,0.02009951344639617,0.0324913123777654,0.013768136409485912,0.0030487042845445352,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.074755381491245,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.06945978695184969,-0.15835236415898946,-1.7233977680042012,0.2,True,1.7320508075688772,0.3548142527312279,0.20485210432669035,5.991579074896329e-08,0.0,1.7278125956539706e-07,1.20183617502434e-08,0.02010262684115277,0.03240578003686095,0.013796758066820522,0.0030675559361462816,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.1574288723751869,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.05614591197751466,-0.16354745429492545,-1.7233977680042012,0.2,True,1.7320508075688772,0.35518045527111375,0.20506353146167136,6.405388094973687e-08,0.0,1.7278121679620153e-07,1.2018359085708141e-08,0.020105304108118314,0.03229885651705238,0.013821125656232159,0.003083664863527704,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.2401023632591288,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.04244850349316743,-0.16762534948309013,-1.7233977680042012,0.2,True,1.7320508075688772,0.35561036580152483,0.20531174042213166,6.750559659153603e-08,0.0,1.7278118314535733e-07,1.201835631015058e-08,0.02010747358049865,0.03217564014223313,0.013840689756352172,0.00309663739240085,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.3227758541430708,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.028461128687745575,-0.170558193564417,-1.7233977680042012,0.2,True,1.7320508075688772,0.3561004295560385,0.2055946788627202,7.01687710509217e-08,0.0,1.7278115955723408e-07,1.2018354422771438e-08,0.02010907732982615,0.03204667898060838,0.013855019629570807,0.003106160724534798,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.4054493450270127,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.014279335514181587,-0.17232595223996583,-1.7233977680042012,0.2,True,1.7320508075688772,0.3566466132122046,0.20591001814363466,7.194430287031183e-08,0.0,1.7278114489941797e-07,1.2018353756637623e-08,0.02011007263067192,0.0319357273816714,0.013863805510791893,0.0031120075696164737,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.4881228359109546,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.0588084969293287e-17,-0.1729165499254989,-1.7233977680042012,0.2,True,1.7320508075688772,0.3572444523495059,0.20625518073048768,7.261026815946714e-08,0.0,1.7278114011781653e-07,1.2018353423570716e-08,0.02011043290517305,0.0318884775658183,0.01386685982569288,0.003114039339979296,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.1,1.5707963267948966,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.30567431560551706,-0.0,-1.704864573149169,0.2,True,1.7320508075688772,0.3480369805085987,0.20093924438458402,-3.84648078063884e-09,3.84648078063884e-09,1.7278236016325713e-07,1.2018442685501896e-08,0.020131584081449282,0.033425781127833704,0.016147023654117642,0.004979171981823141,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.0,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.304630282842885,-0.025242384910406736,-1.704864573149169,0.2,True,1.7320508075688772,0.3469732126980015,0.20032507775278047,-3.2309330823393112e-09,3.2309330823393112e-09,1.727821548990494e-07,1.2018427808513366e-08,0.020132451496449405,0.03360303012816211,0.0161510057734289,0.00498275030847099,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.08267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.3015053163573929,-0.05031233873643382,-1.704864573149169,0.2,True,1.7320508075688774,0.34600210207052584,0.19976440677059445,-1.3919075608589455e-09,1.3919075608589455e-09,1.727819509729681e-07,1.2018412820502533e-08,0.020135229870909883,0.0339285821630793,0.016163274007049474,0.0049937569292000765,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.16534698176788384,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.29632076283881104,-0.07503860827285073,-1.704864573149169,0.2,True,1.7320508075688772,0.3451327999435561,0.19926251495358138,1.6043870885863783e-09,0.0,1.7278175069349103e-07,1.2018397610447096e-08,0.02013983972416121,0.03425886983786823,0.016183405046138417,0.0050118443392215195,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.24802047265182575,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2891120380447394,-0.09925228802661627,-1.704864573149169,0.2,True,1.7320508075688772,0.34437368749076513,0.19882424117461733,5.652406652349618e-09,0.0,1.7278155393086042e-07,1.2018383621636985e-08,0.020146149774997273,0.034561466798169675,0.016210714012496387,0.0050364465402949555,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.3306939635357677,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.27992838487507227,-0.12278797401266398,-1.704864573149169,0.2,True,1.732050807568877,0.34373224426203547,0.19845390375384042,1.061409738604797e-08,0.0,1.7278136015365204e-07,1.201836941078227e-08,0.020153981129125472,0.03482607531394578,0.016244290641828765,0.0050668036614385965,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.4133674544197096,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2688325369930603,-0.14548489363083747,-1.704864573149169,0.2,True,1.732050807568877,0.34321492659841574,0.198155230261493,1.632729230085079e-08,0.0,1.7278117510661068e-07,1.201835586606137e-08,0.020163112903380798,0.035047867811029955,0.016283044767339848,0.005101993605723355,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.4960409453036515,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2559002902907794,-0.16718800390577093,-1.704864573149169,0.2,True,1.732050807568877,0.34282705927531987,0.19793129495809375,2.261449144868696e-08,0.0,1.7278099670009036e-07,1.2018342654407377e-08,0.02017328904507825,0.03522399781072196,0.016325756893795375,0.005140968335114806,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.5787144361875934,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2412199851263317,-0.18774905058762228,-1.704864573149169,0.2,True,1.732050807568877,0.3425727434499498,0.19778446564785718,2.9291167328717967e-08,0.0,1.7278082715114742e-07,1.2018330108887199e-08,0.02018422606926803,0.035352615371887136,0.016371129756301443,0.0051825923714722165,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.6613879270715354,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.22489190286962407,-0.20702758087892736,-1.704864573149169,0.2,True,1.7320508075688772,0.3424547835967838,0.19771636149487817,3.617303508126861e-08,0.0,1.7278066895284576e-07,1.2018319006656952e-08,0.02019562141984799,0.03543252774126484,0.016417837376244696,0.00522568133157615,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.7440614179554773,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2070275808789274,-0.22489190286962407,-1.704864573149169,0.2,True,1.732050807568877,0.3424746356000371,0.19772782305430045,4.308162233817144e-08,0.0,1.7278052223941972e-07,1.2018307682382101e-08,0.02020716215979343,0.03546307019644865,0.016464569053375882,0.005269038735418046,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.8267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.18774905058762228,-0.2412199851263317,-1.704864573149169,0.2,True,1.732050807568877,0.3426323775552824,0.19781889541462383,4.9848279958942984e-08,0.0,1.7278038690956416e-07,1.2018298023441787e-08,0.02021853371118717,0.03544406209970051,0.01651006675365745,0.005311489827784665,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.9094083997233612,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.16718800390577096,-0.2559002902907794,-1.704864573149169,0.2,True,1.732050807568877,0.3429267041426701,0.1979888249490818,5.6316447042082655e-08,0.0,1.7278026616373925e-07,1.2018289252679892e-08,0.020229428390149615,0.03537581170099498,0.016553155295440273,0.005351911645504108,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,0.992081890607303,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.14548489363083753,-0.2688325369930603,-1.704864573149169,0.2,True,1.732050807568877,0.3433549447058927,0.19823606975353625,6.234239316740533e-08,0.0,1.727801596651505e-07,1.2018281703163325e-08,0.02023955351460299,0.035259171404274314,0.01659276549566268,0.00538925898616876,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.074755381491245,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.122787974012664,-0.27992838487507227,-1.704864573149169,0.2,True,1.7320508075688772,0.34391310444167,0.19855832342723806,6.779469305152367e-08,0.0,1.7278006717486897e-07,1.2018274819780572e-08,0.0202486388988174,0.035095684742684215,0.016627950971107183,0.005422586258100152,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.1574288723751869,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.09925228802661631,-0.2891120380447394,-1.704864573149169,0.2,True,1.7320508075688772,0.34459592741143635,0.19895255145264154,7.255242340627549e-08,0.0,1.7277999127994853e-07,1.2018269490710054e-08,0.02025644358458433,0.03488796040609017,0.016657899605050222,0.005451065409753242,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.2401023632591288,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.07503860827285076,-0.29632076283881104,-1.704864573149169,0.2,True,1.732050807568877,0.3453969794642349,0.1994150390709597,7.650190655378022e-08,0.0,1.7277993194793054e-07,1.2018264605728746e-08,0.020262761693262715,0.03464073390248369,0.016681940814630987,0.005474000259932263,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.3227758541430708,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.05031233873643385,-0.3015053163573929,-1.704864573149169,0.2,True,1.7320508075688772,0.34630874863579625,0.1999414492475994,7.95309676175109e-08,0.0,1.7277988896941257e-07,1.2018261497104277e-08,0.02026742731235183,0.03436451539975456,0.016699549747104317,0.005490837595682739,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.4054493450270127,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.025242384910406757,-0.304630282842885,-1.704864573149169,0.2,True,1.7320508075688772,0.34732276018371455,0.20052688908775143,8.151651938334607e-08,0.0,1.727798630347254e-07,1.2018259942792042e-08,0.020270318352674035,0.03409179971166755,0.016710349419906453,0.005501175399815836,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.4881228359109546,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.8717153609392714e-17,-0.30567431560551706,-1.704864573149169,0.2,True,1.7320508075688772,0.3484297031438735,0.20116598290377677,8.2276442323044e-08,0.0,1.7277985413994968e-07,1.2018259276658227e-08,0.02027135930743659,0.03394853546978824,0.016714111627219416,0.005504768501480016,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.17741033298920508,1.5707963267948966,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.4366012853558804,-0.0,-1.676120317168667,0.2,True,1.732050807568877,0.33725214232221945,0.1947126151545114,-7.491086358669211e-09,7.491086358669211e-09,1.7278206496126816e-07,1.201842125819752e-08,0.02020370329160349,0.035063637161885736,0.018074155728743838,0.0071116727452625525,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.0,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.43511007061245044,-0.036054248377067596,-1.676120317168667,0.2,True,1.7320508075688772,0.3356592234071845,0.19379294299011873,-6.806123839905361e-09,6.806123839905361e-09,1.7278177311809745e-07,1.201839960884854e-08,0.020205428002561497,0.03538631069015211,0.018078800523069365,0.007116785078468053,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.08267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.4306466128909301,-0.07186220967919292,-1.676120317168667,0.2,True,1.7320508075688772,0.33419836992046353,0.19294951883631375,-4.760223734340891e-09,4.760223734340891e-09,1.7278147966532035e-07,1.201837840358877e-08,0.020210929656308163,0.03589765011900567,0.018093125581008368,0.007132504958402903,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.16534698176788384,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.4232414021334439,-0.10717927922188734,-1.676120317168667,0.2,True,1.7320508075688772,0.3328849381441224,0.192191208646681,-1.4271082620822888e-09,1.4271082620822888e-09,1.72781191721437e-07,1.2018356532195185e-08,0.02022004626770095,0.03638991346032567,0.018116625719402573,0.0071583363349482995,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.24802047265182575,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.41294502343825046,-0.14176420560913688,-1.676120317168667,0.2,True,1.7320508075688772,0.33173314861523895,0.19152622265213035,3.075665007188315e-09,0.0,1.7278090784132222e-07,1.2018335993069229e-08,0.020232510983848543,0.03683283811278936,0.01814848441679166,0.007193471265271897,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.3306939635357677,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.39982781151222857,-0.17538073872506266,-1.676120317168667,0.2,True,1.732050807568877,0.3307558212645127,0.19096196244310218,8.594413876017958e-09,0.0,1.7278063282467944e-07,1.2018316120077088e-08,0.020247961375215756,0.0372170085732682,0.01818761809207244,0.007236825021050622,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.4133674544197096,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.38397937021351086,-0.20779924356176668,-1.676120317168667,0.2,True,1.732050807568877,0.32996412630316824,0.1905048771440539,1.494862339871873e-08,0.0,1.7278036651817076e-07,1.2018296469129552e-08,0.020265951800046346,0.037537570955126574,0.018232731840485832,0.007287081219816449,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.4960409453036515,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.36550796046627565,-0.23879826885928285,-1.676120317168667,0.2,True,1.732050807568877,0.3293673590324256,0.19016033339964705,2.1940703051031438e-08,0.0,1.7278011158761084e-07,1.2018277706360436e-08,0.020285968217760252,0.03779138021644622,0.018282381485700293,0.0073427435787223085,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.5787144361875934,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.3445397607288596,-0.268166059842231,-1.676120317168667,0.2,True,1.7320508075688772,0.3289727463494748,0.18993250366091977,2.9365238539832297e-08,0.0,1.7277986814411216e-07,1.2018260608925857e-08,0.020307444746474355,0.0379762505932298,0.018335036858473968,0.007402190840148439,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.6613879270715354,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.3212180050669442,-0.2957020047196493,-1.676120317168667,0.2,True,1.7320508075688772,0.32878529189122985,0.18982427677899125,3.7016950870665746e-08,0.0,1.7277964058419964e-07,1.2018243511491278e-08,0.020329781233919042,0.038090708327722114,0.018389141885066216,0.007463731759325011,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.7440614179554773,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2957020047196493,-0.3212180050669442,-1.676120317168667,0.2,True,1.7320508075688772,0.32880766551018736,0.18983719419391912,4.469693209051787e-08,0.0,1.7277942818929263e-07,1.2018228079391235e-08,0.020352361136010834,0.03813390103163025,0.018443168138815573,0.007525657643604165,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.8267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.268166059842231,-0.3445397607288596,-1.676120317168667,0.2,True,1.7320508075688772,0.3290401411733836,0.1899714140806455,5.221701346686494e-08,0.0,1.727792352786607e-07,1.2018213535469613e-08,0.020374569063653453,0.03810556822920105,0.018495659736990022,0.007586290645745924,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.9094083997233612,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.2387982688592829,-0.36550796046627565,-1.676120317168667,0.2,True,1.732050807568877,0.3294805855105367,0.1902257047372639,5.940230716345382e-08,0.0,1.7277906048247046e-07,1.201820076790483e-08,0.020395807455263634,0.038006045894689526,0.01854526865328108,0.0076440267144270374,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.25482066597841013,0.992081890607303,1.7320508075688772,D_with_TF,1.7320508075688772
