t,h,J_AB,J_BC,J_AC,J_CD,include_D_transverse,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,regime_label,description,sign,sign_label,lambda_h_over_Jbar,Jbar_RMS,R_internal_norm,theta,phi,J_tri_norm,env_label,J_tot_analytic
0.02,1.0,-1.1683178117218038,-0.6322619816281656,-1.1114307344145204,0.2,True,1.732050807568877,0.1657695217403685,0.09570707800023728,-2.9107331278415925e-08,2.9107331278415925e-08,1.727708835557926e-07,1.201760246871686e-08,0.020650253484692044,0.048357682455068954,0.023536056194657658,0.021992738777426905,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.4960409453036515,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.1121156334555422,-0.7265814066039519,-1.1114307344145204,0.2,True,1.7320508075688774,0.16221019233823952,0.09365209821178355,-1.9328803609391105e-08,1.9328803609391105e-08,1.7277007776547253e-07,1.2017543071785042e-08,0.020831556453816312,0.04913122471522003,0.023728626279442035,0.02233181354451091,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.5787144361875934,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.048316577742362,-0.8159375438287795,-1.1114307344145204,0.2,True,1.7320508075688772,0.15969829305227867,0.09220185248285684,-8.618253636095376e-09,8.618253636095376e-09,1.7276931095817687e-07,1.2017487005522298e-08,0.021018538110989103,0.04969178362785348,0.023897776043322404,0.022512502896959868,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.6613879270715354,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.9773564568241759,-0.8997200002794712,-1.1114307344145204,0.2,True,1.7320508075688772,0.15832417802601867,0.09140850680254811,2.83063784083178e-09,0.0,1.7276858797370888e-07,1.2017434047884024e-08,0.021204956705319265,0.050035649132984354,0.024034557272802706,0.022699595552586795,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.7440614179554773,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.8997200002794713,-0.9773564568241759,-1.1114307344145204,0.2,True,1.7320508075688772,0.15814139058332718,0.0913029744233057,1.4821781292469781e-08,0.0,1.7276791407632916e-07,1.2017384865004033e-08,0.021385213686210748,0.05016064028117735,0.024133359218667168,0.02288790306725088,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.8267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.8159375438287795,-1.048316577742362,-1.1114307344145204,0.2,True,1.7320508075688772,0.15916095438778016,0.09189161986026263,2.715281660318709e-08,0.0,1.7276729758144655e-07,1.2017339789949233e-08,0.021554523741994944,0.05006610471594092,0.024191969606057236,0.02303180926962689,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.9094083997233612,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.7265814066039521,-1.1121156334555422,-1.1114307344145204,0.2,True,1.7320508075688772,0.1613503710218344,0.09315568014330208,3.967192085460464e-08,0.0,1.7276673891104e-07,1.2017298711697322e-08,0.02170901909500285,0.04975292076502094,0.024211569311625204,0.022226001979702453,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,0.992081890607303,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.6322619816281657,-1.1683178117218038,-1.1114307344145204,0.2,True,1.7320508075688772,0.1646375852240527,0.09505355414783678,5.197394600487118e-08,0.0,1.7276624495803353e-07,1.2017262185359812e-08,0.021845788318108822,0.04922350399033237,0.02419665232238338,0.021449621946083682,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.074755381491245,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.5336235662126437,-1.2165391946753297,-1.1114307344145204,0.2,True,1.732050807568877,0.1689188629983365,0.09752535102329511,6.383243975893108e-08,0.0,1.727658211922382e-07,1.201723143218203e-08,0.0219628495454037,0.048481831711008665,0.024154797244293355,0.020728330896061128,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.1574288723751869,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.43133996075271175,-1.2564503813747077,-1.1114307344145204,0.2,True,1.7320508075688772,0.17406868960403254,0.1004986048003736,7.485678682800415e-08,0.0,1.7276546827851894e-07,1.2017205675007858e-08,0.022059055554866053,0.04753352996507096,0.024096168419919486,0.02008876894113437,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.2401023632591288,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.3261098659878724,-1.2877787379453705,-1.1114307344145204,0.2,True,1.7320508075688772,0.17994971727597608,0.10389401770988185,8.456366936945129e-08,0.0,1.7276519035736685e-07,1.2017185135881903e-08,0.02213393493198486,0.04638618693887223,0.024032613536280736,0.019557213039094686,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.3227758541430708,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.218652110167282,-1.3103102599454046,-1.1114307344145204,0.2,True,1.732050807568877,0.18642132065955208,0.10763039966547795,9.238311583963905e-08,0.0,1.7276499147097474e-07,1.2017170258893373e-08,0.02218748102620769,0.04505070387488019,0.023976284446307464,0.01915770576133256,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.4054493450270127,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.10970073872392609,-1.3238910342328873,-1.1114307344145204,0.2,True,1.732050807568877,0.19334606613132976,0.11162840332767844,9.768251602202268e-08,0.0,1.7276487339076554e-07,1.2017161710176083e-08,0.02221991486362347,0.04355070010145734,0.02393786547172838,0.0189098102030282,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.4881228359109546,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-8.134277268361699e-17,-1.328428290348711,-1.1114307344145204,0.2,True,1.7320508075688772,0.20059403800630918,0.11581302184077663,9.97323610476406e-08,0.0,1.72764830882361e-07,1.2017159267685429e-08,0.022231462581074335,0.04225639391789405,0.0239247218411155,0.0188263748457614,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.8741033298920508,1.5707963267948966,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.4104003897992394,-0.0,-1.0053709466928875,0.2,True,1.732050807568877,0.18213398248913507,0.10515510381868073,-6.524630715935226e-08,6.524630715935226e-08,1.7277503404512012e-07,1.201790589266949e-08,0.019893253231619536,0.03956215976804255,0.022356950162279416,0.01703076310513744,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.0,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.4055831574044846,-0.11646994104354357,-1.0053709466928875,0.2,True,1.7320508075688772,0.17427520619940085,0.10061783721230162,-6.441181524230868e-08,6.441181524230868e-08,1.7277407439312696e-07,1.2017835393507426e-08,0.019915584603673073,0.04120834864825239,0.02240144537860869,0.01715833156681033,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.08267349088394192,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.3911643668020854,-0.23214427429079318,-1.0053709466928875,0.2,True,1.732050807568877,0.16658852603517793,0.09617993035031297,-6.190386177352745e-08,6.190386177352745e-08,1.7277311878835735e-07,1.2017766115590689e-08,0.01998347550408975,0.04303188842279025,0.022530526254365926,0.017533889583900966,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.16534698176788384,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.367242512952318,-0.34623282675343925,-1.0053709466928875,0.2,True,1.732050807568877,0.15922141531582049,0.09192652699334218,-5.776464612694864e-08,5.776464612694864e-08,1.7277216570798738e-07,1.2017696171540138e-08,0.0200931198500607,0.04468378645282716,0.02272778831325497,0.018132216711173262,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.24802047265182575,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.3339810063734165,-0.45795625793389166,-1.0053709466928875,0.2,True,1.732050807568877,0.15233935285183264,0.08795316637717898,-5.206926217721471e-08,5.206926217721471e-08,1.7277122691783146e-07,1.2017627115668006e-08,0.020238690265772293,0.046143130297351384,0.022970426343214927,0.018916782352753556,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.3306939635357677,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.2916070568820393,-0.5665513835111191,-1.0053709466928875,0.2,True,1.732050807568877,0.1461232276249947,0.08436428480414766,-4.4926696808473915e-08,4.4926696808473915e-08,1.7277030812126606e-07,1.2017559836152714e-08,0.02041297205379142,0.047398096978579586,0.023233740611002262,0.019845517420249335,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.4133674544197096,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.2404101215198315,-0.6712763886634203,-1.0053709466928875,0.2,True,1.7320508075688772,0.14076336923397118,0.08126976911927195,-3.647554362483889e-08,3.647554362483889e-08,1.7276941638678418e-07,1.2017494555038866e-08,0.020608007860191083,0.04843960962853285,0.023494617819506854,0.020875653583567307,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.4960409453036515,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.1807399272683268,-0.7714158954158468,-1.0053709466928875,0.2,True,1.7320508075688772,0.13644908023359073,0.07877891320354045,-2.6874949143327803e-08,2.6874949143327803e-08,1.727685580132938e-07,1.2017431938460277e-08,0.020815663058552203,0.049260456161463316,0.023733520461364926,0.021966871443185144,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.5787144361875934,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.1130040820590439,-0.8662858493971557,-1.0053709466928875,0.2,True,1.732050807568877,0.1333533688894813,0.0769916034256855,-1.6293773917058032e-08,1.6293773917058032e-08,1.7276774028405847e-07,1.2017371764372342e-08,0.02102808028063241,0.049855097047587824,0.02393528144926436,0.023082876811647543,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.6613879270715354,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.0376652903980057,-0.9552381926247866,-1.0053709466928875,0.2,True,1.732050807568877,0.13161434291789484,0.07598757631286232,-4.901403272266252e-09,4.901403272266252e-09,1.727669689651402e-07,1.2017315365042691e-08,0.021238026779700075,0.050219619404301086,0.024089229270017515,0.02397739632876501,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.7440614179554773,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.9552381926247867,-1.0376652903980057,-1.0053709466928875,0.2,True,1.7320508075688772,0.1313170011198734,0.0758159059457333,7.136713006810817e-09,0.0,1.7276625042368618e-07,1.2017262518426719e-08,0.021439150275525586,0.05035172856837781,0.024189072715172028,0.023052989784739675,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.8267349088394192,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.8662858493971557,-1.1130040820590439,-1.0053709466928875,0.2,True,1.732050807568877,0.13248062387719023,0.07648772385790535,1.9656261091101035e-08,0.0,1.7276559174340368e-07,1.201721477883666e-08,0.021626157457525982,0.050250748406402104,0.024232793132663476,0.022103335824113994,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.9094083997233612,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.771415895415847,-1.1807399272683268,-1.0053709466928875,0.2,True,1.7320508075688772,0.13505609856085102,0.07797467485980797,3.2557162756164626e-08,0.0,1.7276499528082825e-07,1.2017170925027187e-08,0.02179492284112946,0.049917622904450676,0.0242226357784308,0.02115271014933692,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,0.992081890607303,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.6712763886634204,-1.2404101215198315,-1.0053709466928875,0.2,True,1.7320508075688772,0.13893416177171686,0.08021367569853574,4.545734411576361e-08,0.0,1.727644698945053e-07,1.2017132622332838e-08,0.021942527822225465,0.049354920965973326,0.024165172283651636,0.020228745230192458,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.074755381491245,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.5665513835111192,-1.2916070568820393,-1.0053709466928875,0.2,True,1.732050807568877,0.14396156912849864,0.08311625068929962,5.8165322031399904e-08,0.0,1.7276401647942724e-07,1.2017099093597494e-08,0.022067225316610765,0.04856685747597851,0.02407130051023171,0.019362253165885537,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.1574288723751869,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.45795625793389183,-1.3339810063734165,-1.0053709466928875,0.2,True,1.732050807568877,0.1499600422827248,0.08657947077961885,7.027445197152551e-08,0.0,1.7276363935058645e-07,1.2017071338021879e-08,0.0221683189685327,0.04755937337288585,0.023955940248712202,0.018586521489710902,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.2401023632591288,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.3462328267534394,-1.367242512952318,-1.0053709466928875,0.2,True,1.7320508075688772,0.15674334479918464,0.09049581231349159,8.121695325395204e-08,0.0,1.7276334452713047e-07,1.2017050021739806e-08,0.022245950891196,0.0463404322857377,0.023837095596149792,0.01793579446119697,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.3227758541430708,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.23214427429079332,-1.3911643668020854,-1.0053709466928875,0.2,True,1.732050807568877,0.16412994111646373,0.09476046568566777,9.025212755487404e-08,0.0,1.7276313092750994e-07,1.2017034478617461e-08,0.022300801580700812,0.04492131337090095,0.02373397265582634,0.017442723698558937,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.4054493450270127,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-0.11646994104354366,-1.4055831574044846,-1.0053709466928875,0.2,True,1.732050807568877,0.17195081534260484,0.09927584952542856,9.650168641766676e-08,0.0,1.72763003731704e-07,1.201702493069945e-08,0.0223337305632435,0.043325669463569985,0.02366409478636979,0.017134865539346702,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.4881228359109546,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-8.636211614419089e-17,-1.4104003897992394,-1.0053709466928875,0.2,True,1.732050807568877,0.18005330145554047,0.10395382206383715,9.89520200549031e-08,0.0,1.7276295935733115e-07,1.2017021933097283e-08,0.02234541919689201,0.04193226662319159,0.023639896068756733,0.017030824845804683,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,0.9515136628812558,1.5707963267948966,1.732050807568877,D_with_TF,1.7320508075688772
0.02,1.0,-1.4839250824478165,-0.0,-0.8932896225089828,0.2,True,1.7320508075688772,0.1632969126893191,0.0942795164990132,-7.093838917451187e-08,7.093838917451187e-08,1.7277383501356605e-07,1.2017818185050544e-08,0.019728201018121172,0.038864920197873826,0.02183977608891509,0.015132953871217518,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.0,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.478856725951138,-0.12254156203851747,-0.8932896225089828,0.2,True,1.7320508075688772,0.15462776715485602,0.0892743829910469,-7.016712326777506e-08,7.016712326777506e-08,1.7277282544062602e-07,1.2017743911130196e-08,0.01975451782206801,0.04061647772425935,0.021903182821904746,0.015291815795054075,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.08267349088394192,1.7320508075688774,D_with_TF,1.7320508075688772
0.02,1.0,-1.4636862784752205,-0.2442460409528026,-0.8932896225089828,0.2,True,1.7320508075688772,0.14601987122838803,0.08430461196074432,-6.783843154071603e-08,6.783843154071603e-08,1.727718158243868e-07,1.2017670303343664e-08,0.019833920944663342,0.04253713452810598,0.022084775540601134,0.015756582239883375,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.16534698176788384,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.4385173695589561,-0.36428207174515276,-0.8932896225089828,0.2,True,1.7320508075688772,0.13763187730657217,0.079461801412023,-6.396526778183679e-08,6.396526778183679e-08,1.7277081135745683e-07,1.2017597028624039e-08,0.019961413857658226,0.04427566681411745,0.0223571561374399,0.01648945616376185,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.24802047265182575,1.7320508075688774,D_with_TF,1.7320508075688772
0.02,1.0,-1.4035219283711806,-0.48182968661032216,-0.8932896225089828,0.2,True,1.7320508075688772,0.1296520191450778,0.07485462815438917,-5.8588544724559325e-08,5.8588544724559325e-08,1.727698216847473e-07,1.2017524197993623e-08,0.02012952708912162,0.04581114630545391,0.022684348048572073,0.017438173737781146,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.3306939635357677,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.3589390092601172,-0.5960859161470683,-0.8932896225089828,0.2,True,1.7320508075688772,0.12230005338206673,0.07060996874204183,-5.178812782986872e-08,5.178812782986872e-08,1.7276885328072758e-07,1.2017453920876164e-08,0.02032926994066207,0.04713136400219465,0.023030114309412503,0.018545961906166253,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.4133674544197096,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.3050731587697797,-0.7062702744533627,-0.8932896225089828,0.2,True,1.7320508075688772,0.11582510553341654,0.06687165585863486,-4.368146743089803e-08,4.368146743089803e-08,1.7276791081111657e-07,1.201738430989252e-08,0.02055100161119821,0.04822685596968027,0.02336307835698425,0.01975855817387146,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.4960409453036515,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.2422923352782709,-0.8116300906365036,-0.8932896225089828,0.2,True,1.7320508075688772,0.11049562238818464,0.06379467733009364,-3.441195442990696e-08,3.441195442990696e-08,1.727670044528602e-07,1.201731802957795e-08,0.020785114233930504,0.04909007951819601,0.023658605299069425,0.021027700546042,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.5787144361875934,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.1710253954689553,-0.9114456503185123,-0.8932896225089828,0.2,True,1.7320508075688772,0.10657746620750184,0.061532528804449434,-2.4133204755772182e-08,2.4133204755772182e-08,1.7276614124299256e-07,1.2017254524820942e-08,0.021022529594197835,0.04971523664380421,0.023898761498706466,0.022312089253140682,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.6613879270715354,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.0917591648044567,-1.0050351120151144,-0.8932896225089828,0.2,True,1.732050807568877,0.1042991762104504,0.06021715746135976,-1.2994562517628257e-08,1.2994562517628257e-08,1.727653260838356e-07,1.2017195571978334e-08,0.021255052262853007,0.050098233845189084,0.024071587405872875,0.023333634606658785,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.7440614179554773,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-1.0050351120151146,-1.0917591648044567,-0.8932896225089828,0.2,True,1.7320508075688772,0.10381079706970332,0.05993519163298283,-1.1313912318708498e-09,1.1313912318708498e-09,1.727645679066203e-07,1.2017139727760195e-08,0.021475620838060164,0.050236675980425874,0.024170398361141123,0.022278302395292285,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.8267349088394192,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.9114456503185123,-1.1710253954689553,-0.8932896225089828,0.2,True,1.7320508075688772,0.10515107128357595,0.060708999311150105,1.133640677170777e-08,0.0,1.7276386964609113e-07,1.201708854647876e-08,0.021678484140550194,0.05012986719634104,0.024193411783777066,0.021185871441568544,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.9094083997233612,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.8116300906365037,-1.2422923352782709,-0.8932896225089828,0.2,True,1.7320508075688772,0.1082387692523477,0.06249168256459674,2.4293759642429404e-08,0.0,1.727632403885373e-07,1.2017042250178633e-08,0.02185931391822836,0.04977881201873902,0.024143769594324793,0.020082567144533055,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,0.992081890607303,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.7062702744533628,-1.3050731587697797,-0.8932896225089828,0.2,True,1.7320508075688772,0.11289280719848022,0.06517869262561508,3.7666292454694e-08,0.0,1.727626838808506e-07,1.2017001393971327e-08,0.02201525297842401,0.049186218608378886,0.024029900103538806,0.018999239776727603,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,1.074755381491245,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.5960859161470685,-1.3589390092601172,-0.8932896225089828,0.2,True,1.7320508075688772,0.11887062120089562,0.06862998514907512,5.109385873384924e-08,0.0,1.7276220539708047e-07,1.2016966755012959e-08,0.02214488632553118,0.048356516892680834,0.023866045870937557,0.01797171869299962,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,1.1574288723751869,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.4818296866103223,-1.4035219283711806,-0.8932896225089828,0.2,True,1.7320508075688772,0.12590797856185496,0.07269300531580859,6.429047640350009e-08,0.0,1.727618074106755e-07,1.2016937334102806e-08,0.022248114854279907,0.047295932970811756,0.02367259812486868,0.017040614288556584,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,1.2401023632591288,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.3642820717451529,-1.4385173695589561,-0.8932896225089828,0.2,True,1.7320508075688776,0.13374855053903367,0.07721976165743334,7.663514069584871e-08,0.0,1.72761494634656e-07,1.2016914463508499e-08,0.02232590343048596,0.04601277227786704,0.023475606609833343,0.0162499890931748,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,1.3227758541430708,1.7320508075688774,D_with_TF,1.7320508075688772
0.02,1.0,-0.24424604095280275,-1.4636862784752205,-0.8932896225089828,0.2,True,1.7320508075688772,0.1421603651971826,0.08207632511468888,8.718610963547294e-08,0.0,1.7276126966221225e-07,1.2016897921185432e-08,0.022379885758990387,0.04451866644012487,0.023304608984762228,0.01564421577469094,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,1.4054493450270127,1.7320508075688772,D_with_TF,1.7320508075688772
0.02,1.0,-0.12254156203851757,-1.478856725951138,-0.8932896225089828,0.2,True,1.7320508075688772,0.15094187276086285,0.08714633087047041,9.470261699737045e-08,0.0,1.7276113331994433e-07,1.2016888151222815e-08,0.022411841671869527,0.04283735567278814,0.023188134281030375,0.01526267410283453,FM_near_critical_like,"ferromagnetic-like, near-critical-like finite-size regime",-1.0,FM_like_all_negative,1.0,1.0,1.7320508075688772,1.028923995870461,1.4881228359109546,1.7320508075688774,D_with_TF,1.7320508075688772
