t,h,hD,h_over_R,J_AB,J_BC,J_AC,J_CD,comm_max,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,regime_label,description,sign,sign_label,lambda_h_over_Jbar,Jbar_RMS,R_internal_norm,theta,phi,J_tri_norm,include_D_transverse,env_label,J_tot_analytic
0.14,0.25,0.25,0.25,-1.342751417992304,-0.8772632850892303,-0.6537795944461013,0.2,1.1341455466310069,0.10825317547305482,0.001273296599145642,0.011762210148399545,-7.234672023704068e-06,7.234672023704068e-06,1.95162865784301e-05,1.814207728045858e-06,0.5340288179334238,0.290424692124539,0.15935639075036476,0.13288822128691677,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,0.5787144361875934,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.2657214132442707,-0.9851505194338669,-0.6537795944461013,0.2,1.134145546631007,0.10825317547305482,0.00034530176166412235,0.0031897610407749287,-6.010148835881189e-06,6.010148835881189e-06,1.9514750295970108e-05,1.8140546533818025e-06,0.5411977352764685,0.29427622478124815,0.16154528745495797,0.143626164660265,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,0.6613879270715354,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.18004524781915,-1.086308176801285,-0.6537795944461013,0.2,1.134145546631007,0.10825317547305484,0.0006337515982193681,0.005854346493300923,-4.6437170338221145e-06,4.6437170338221145e-06,1.9513260821000178e-05,1.813906243652852e-06,0.5475602883191371,0.29645973385077967,0.16295420173051664,0.15184059643490133,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,0.7440614179554773,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.086308176801285,-1.18004524781915,-0.6537795944461013,0.2,1.134145546631007,0.10825317547305484,0.0015123252584035133,0.013970262320664619,-3.150748048806616e-06,3.150748048806616e-06,1.9511838601594935e-05,1.8137645355631449e-06,0.5529010402380042,0.2969758652486657,0.16354516625542273,0.14326893779264993,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,0.8267349088394192,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.9851505194338669,-1.2657214132442707,-0.6537795944461013,0.2,1.134145546631007,0.10825317547305482,0.0023569296232999726,0.02177238323957188,-1.5412609806231336e-06,1.5412609806231336e-06,1.951050363343753e-05,1.8136315220740329e-06,0.5570938235402214,0.2958445827909458,0.16330798696180285,0.1341865766977235,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,0.9094083997233612,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.8772632850892305,-1.342751417992304,-0.6537795944461013,0.2,1.1341455466310069,0.10825317547305482,0.003156691019167869,0.029160262554640697,1.8222450592228503e-07,0.0,1.9509275054889613e-05,1.8135091097715161e-06,0.5601028874122216,0.2931051706572199,0.162261841633411,0.12476609006393899,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,0.992081890607303,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.7633834529741659,-1.410609069023424,-0.6537795944461013,0.2,1.1341455466310073,0.10825317547305485,0.003908475786903856,0.0361049527630412,2.024974359866146e-06,0.0,1.9508170756388884e-05,1.813399080896616e-06,0.5619826370719994,0.28881966652559865,0.16046453251708465,0.1152317474125796,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.074755381491245,1.7320508075688774,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.6442889378146497,-1.468830829774335,-0.6537795944461013,0.2,1.136857898905943,0.10825317547305482,0.0046122331146259835,0.04260598448471389,3.995575078939935e-06,0.0,1.9507207022696977e-05,1.8133030578182385e-06,0.5628751595444748,0.2830825127801135,0.1580300763517493,0.10587553260709216,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.1574288723751869,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.5207932759094711,-1.51701898658302,-0.6537795944461013,0.2,1.1680698531696385,0.10825317547305484,0.005270561178918889,0.048687358646867386,6.090569682550263e-06,0.0,1.9506398205941778e-05,1.8132224701705724e-06,0.5630036986094384,0.27604453690133074,0.15515489188096232,0.09707556065878115,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.2401023632591288,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.39374006785239635,-1.5548443654763269,-0.6537795944461013,0.2,1.1926794957086313,0.10825317547305482,0.005888425960738124,0.054394949016565386,8.258424283013092e-06,0.0,1.9505756442957427e-05,1.8131585273195583e-06,0.562658326393692,0.26797541005768605,0.15214775477881065,0.0893099443401193,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.3227758541430708,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.26399721588471325,-1.582048580761985,-0.6537795944461013,0.2,1.2104349362946196,0.10825317547305481,0.00647268435473391,0.05979209687336164,1.033740974591441e-05,0.0,1.950529141393515e-05,1.8131121942710493e-06,0.5621673291564051,0.2594429279599907,0.14944365489360434,0.08314720354057899,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.4054493450270127,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.13245099524288226,-1.5984458000648822,-0.6537795944461013,0.2,1.221158616613577,0.10825317547305484,0.007031365875360291,0.0649529756945602,1.1993710487352862e-05,0.0,1.9505010156817428e-05,1.813084170465551e-06,0.5618467905526257,0.25185002559232283,0.14755773111242898,0.07918013298261424,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.4881228359109546,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-9.821202047576346e-17,-1.6039240137506177,-0.6537795944461013,0.2,1.224744871391589,0.10825317547305484,0.0075727593487642745,0.06995415437627694,1.2722385061843025e-05,0.0,1.9504916928820884e-05,1.8130748814515485e-06,0.5619287236215147,0.2483449372884603,0.14693646175999417,0.07788023393477507,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.1837446618488712,1.5707963267948966,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.649679534659267,-0.0,-0.5277854042377297,0.2,1.224744871391589,0.10825317547305481,0.007645405600403702,0.07062523170331121,-1.1063152130570123e-05,1.1063152130570123e-05,1.9525350972403884e-05,1.8151109204556093e-06,0.48735015623617006,0.2242626863128774,0.13005520426515818,0.06297647142855693,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.0,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.6440450426718847,-0.13622945621126403,-0.5277854042377297,0.2,1.2209507638026158,0.10825317547305482,0.00680605683833955,0.06287165996376372,-1.1051851761484823e-05,1.1051851761484823e-05,1.952395526849071e-05,1.8149718480353627e-06,0.48856249852580014,0.23024198886789718,0.13140689596294128,0.06513436793569666,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.08267349088394192,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.627180056003311,-0.2715283271017538,-0.5277854042377297,0.2,1.2096016632721125,0.10825317547305481,0.005948889710074092,0.05495348920785076,-1.0972898463141633e-05,1.0972898463141633e-05,1.952248021332893e-05,1.8148248694949132e-06,0.492500816695552,0.2409674872649099,0.13512810209664217,0.07133980171386663,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.16534698176788384,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.5991997796133641,-0.40497238419203696,-0.5277854042377297,0.2,1.1907974991663814,0.10825317547305481,0.005085272710672909,0.0469757370945546,-1.076008845306645e-05,1.076008845306645e-05,1.952093915284422e-05,1.8146713147704219e-06,0.49862190980794713,0.25209150335777586,0.1401179203271028,0.08049157303972466,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.24802047265182575,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.5602953471614145,-0.5356500692616932,-0.5277854042377297,0.2,1.166499585742236,0.10825317547305482,0.004231186421327068,0.03908602590951476,-1.0364827029160647e-05,1.0364827029160647e-05,1.9519347612342855e-05,1.8145127314017628e-06,0.5062501743245832,0.26230168882488236,0.14539846604101778,0.09146539073382702,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.3306939635357677,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.510732515369684,-0.6626687212162672,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.0034117689592915615,0.03151657163295668,-9.769548227458524e-06,9.769548227458524e-06,1.9517723025356193e-05,1.8143508559997912e-06,0.5147197096038154,0.2711552536789603,0.1503520529081417,0.10339240818041265,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.4133674544197096,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.450849848635361,-0.7851606738676906,-0.5277854042377297,0.2,1.166499585742236,0.10825317547305482,0.00267192790664843,0.024682212738539912,-8.978983957125001e-06,8.978983957125001e-06,1.9516084418447473e-05,1.8141875851584999e-06,0.5234345296522643,0.27845918705140915,0.1546427170486199,0.11566339067023211,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.4960409453036515,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.3810564062924655,-0.9022891829741483,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.002099040178956798,0.019390102597768764,-8.009883530597335e-06,8.009883530597335e-06,1.9514452037060652e-05,1.814024935153924e-06,0.5318870045473927,0.2841157857420628,0.1580966741151442,0.12785678456474503,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.5787144361875934,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.3018289483218195,-1.0132541420516972,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.0018387545073003354,0.016985686556215785,-6.884040126655193e-06,6.884040126655193e-06,1.9512846951739633e-05,1.8138650063059814e-06,0.5396623518924739,0.28807490101471056,0.16062335497908406,0.1396749119669505,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.6613879270715354,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.2137086785969478,-1.1172975479128493,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.001985123807697868,0.018337788235985586,-5.623617473297069e-06,5.623617473297069e-06,1.9511290625725566e-05,1.8137099361270614e-06,0.5464399179529953,0.2903161228399177,0.16217358994185477,0.14874213111872703,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.7440614179554773,1.7320508075688767,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.1172975479128495,-1.2137086785969478,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.0024299740873331465,0.02244713909512972,-4.247388420488815e-06,4.247388420488815e-06,1.9509804480386264e-05,1.8135618605752413e-06,0.5519942171023476,0.29084127489888234,0.1627202249706131,0.13939034974109876,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.8267349088394192,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.0132541420516972,-1.3018289483218195,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.0030083593962608114,0.02779003371600512,-2.76703277665196e-06,2.76703277665196e-06,1.950840945913985e-05,1.8134228639832273e-06,0.5561961826965989,0.2896714131533254,0.1622516586345671,0.12939454832663455,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.9094083997233612,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.9022891829741484,-1.3810564062924655,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305481,0.00362366657415822,0.03347399795269916,-1.1830839980367556e-06,1.1830839980367556e-06,1.9507125599153834e-05,1.8132949450855307e-06,0.5590144657721465,0.2868467684459788,0.160774190592888,0.11891056070516375,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,0.992081890607303,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.7851606738676908,-1.450849848635361,-0.5277854042377297,0.2,1.166499585742236,0.10825317547305482,0.0042309215280849416,0.03908357893056038,5.193122024325529e-07,0.0,1.9505971623990192e-05,1.8131799670584314e-06,0.5605165242982607,0.282430105628769,0.15832306132575297,0.10814676848637415,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.074755381491245,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.6626687212162674,-1.510732515369684,-0.5277854042377297,0.2,1.1664995857422358,0.10825317547305482,0.004810045088824864,0.044433293229556366,2.3730505352377503e-06,0.0,1.9504964572517733e-05,1.8130796289872464e-06,0.5608691115902349,0.2765162883382424,0.1549856478634728,0.0973868715057594,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.1574288723751869,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.5356500692616933,-1.5602953471614145,-0.5277854042377297,0.2,1.166499585742236,0.10825317547305482,0.005353478546587246,0.04945331647956853,4.423405848379238e-06,0.0,1.9504119456136106e-05,1.812995425343189e-06,0.5603370765341028,0.2692561797879045,0.1509439180204402,0.08702416245825359,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.2401023632591288,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.4049723841920371,-1.5991997796133641,-0.5277854042377297,0.2,1.1907974991663814,0.10825317547305481,0.005860946124289596,0.05414110116103188,6.69469111116411e-06,0.0,1.9503448960138227e-05,1.8129286206702844e-06,0.559277071084089,0.26091927876993354,0.14654372040645233,0.07760712890168667,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.3227758541430708,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.27152832710175395,-1.627180056003311,-0.5277854042377297,0.2,1.2096016632721125,0.10825317547305481,0.006336854556440066,0.05853735494361887,9.0902396058367e-06,0.0,1.9502963202118126e-05,1.8128802218297935e-06,0.5581168757797856,0.2520755179427417,0.14238013222297782,0.06987761280227521,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.4054493450270127,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.13622945621126414,-1.6440450426718847,-0.5277854042377297,0.2,1.220950763802616,0.10825317547305481,0.006788559990116755,0.06271003100326132,1.1207237747644938e-05,0.0,1.9502669534853534e-05,1.8128509627901579e-06,0.557301181783749,0.2441529543371074,0.13931536511861967,0.06473259342938834,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.4881228359109546,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.0101373808696832e-16,-1.649679534659267,-0.5277854042377297,0.2,1.224744871391589,0.10825317547305481,0.00722486138711948,0.06674041066737865,1.2212037601194793e-05,0.0,1.9502572403099018e-05,1.8128412846429853e-06,0.5571841587970949,0.2404631486298207,0.13823899088503383,0.06299120358055793,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.2611549948380762,1.5707963267948966,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.6855545179398002,-0.0,-0.39863011307818547,0.2,1.2247448713915887,0.10825317547305481,0.007561739538784435,0.0698523577321445,-1.0864123037696377e-05,1.0864123037696377e-05,1.9523859257791404e-05,1.8149622811325372e-06,0.47973049182845195,0.21488388709291206,0.11925196745013646,0.04763762271888343,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.0,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.6797974946961376,-0.13919198884940134,-0.39863011307818547,0.2,1.2207836807231958,0.10825317547305482,0.00686609135639977,0.06342623508636752,-1.092581692736213e-05,1.092581692736213e-05,1.9522414243569853e-05,1.8148182958643844e-06,0.48128284945679356,0.22098266556680657,0.12158800137008154,0.050631089234203626,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.08267349088394192,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.6625657512714487,-0.2774331552761413,-0.39863011307818547,0.2,1.2089315208798064,0.10825317547305481,0.006169352592458376,0.05699003807970496,-1.1009680213742082e-05,1.1009680213742082e-05,1.9520886946549706e-05,1.8146661129314623e-06,0.486028231456201,0.23203075161791892,0.12747975396784125,0.05879850921336623,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.16534698176788384,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.633976997946082,-0.4137791719388267,-0.39863011307818547,0.2,1.1918670296948548,0.10825317547305481,0.0054888074157895955,0.0507034310245782,-1.0960289919130875e-05,1.0960289919130875e-05,1.951929122422471e-05,1.8145071131181467e-06,0.49316932307163086,0.24345047781879017,0.13463950626230506,0.0701504075899262,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.24802047265182575,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.5942265248938647,-0.5472986572906092,-0.39863011307818547,0.2,1.1918670296948548,0.10825317547305481,0.0048482170239544835,0.044785910461917565,-1.0699387520080312e-05,1.0699387520080312e-05,1.9517643188576577e-05,1.8143429011407974e-06,0.5018432867869034,0.2539139377305655,0.1416202781445649,0.08310873816894772,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.3306939635357677,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.5435858681521923,-0.6770795378595592,-0.39863011307818547,0.2,1.1918670296948548,0.1082531754730548,0.0042801893784613155,0.03953869583739549,-1.0213574667256749e-05,1.0213574667256749e-05,1.9515960933507552e-05,1.8141752806677403e-06,0.5112837039934734,0.26297939920381824,0.14779158885850188,0.09670151179680009,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.4133674544197096,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.4824009547555614,-0.8022352786353091,-0.39863011307818547,0.2,1.191867029694855,0.10825317547305481,0.0038270993593357196,0.035353229525246756,-9.518509023119885e-06,9.518509023119885e-06,1.9514264186333193e-05,1.8140062177929295e-06,0.5208440765553118,0.27045534597692866,0.15291770117655196,0.11034551179928438,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.4960409453036515,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.4110897397031565,-0.9219109390021087,-0.39863011307818547,0.2,1.191867029694855,0.10825317547305481,0.0035358183183669227,0.03266249052663605,-8.640654095222842e-06,8.640654095222842e-06,1.9512573944145308e-05,1.813837803621432e-06,0.5299897894901688,0.27624524148093055,0.15691740292777012,0.12367145409297206,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.5787144361875934,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.3301393509024064,-1.03528901285013,-0.39863011307818547,0.2,1.1918670296948546,0.1082531754730548,0.0034406883206620706,0.031783717250109575,-7.609661858158355e-06,7.609661858158355e-06,1.9510912044675156e-05,1.8136722150785545e-06,0.5382901377719201,0.2802999208846035,0.1597631764736818,0.13642920951598503,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.6613879270715354,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.2401027615914348,-1.141595012971136,-0.39863011307818547,0.2,1.1918670296948548,0.1082531754730548,0.003541593440319625,0.032715838818059985,-6.454524619646217e-06,6.454524619646217e-06,1.950930072827264e-05,1.8135116677253649e-06,0.5454145081645579,0.28259983418659523,0.1614422284263438,0.1462328822791351,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.7440614179554773,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.1415950129711363,-1.2401027615914348,-0.39863011307818547,0.2,1.191867029694855,0.10825317547305482,0.003800505281928874,0.035107563961251684,-5.2005669063026e-06,5.2005669063026e-06,1.950776217833023e-05,1.8133583714607937e-06,0.5511315193384091,0.2831475188924307,0.16194248461421595,0.13621863931210013,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.8267349088394192,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-1.03528901285013,-1.3301393509024064,-0.39863011307818547,0.2,1.1918670296948546,0.1082531754730548,0.0041621653170272645,0.038448436259158655,-3.866031947996349e-06,3.866031947996349e-06,1.9506318079088028e-05,1.8132144867788469e-06,0.555309738905322,0.2819645487309785,0.16124921261671166,0.12543130551690287,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.9094083997233612,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.9219109390021089,-1.4110897397031565,-0.39863011307818547,0.2,1.191867029694855,0.10825317547305481,0.004575851582001967,0.042269906282249775,-2.4574093528379837e-06,2.4574093528379837e-06,1.9504989161106453e-05,1.8130820786943502e-06,0.5579191726080458,0.2790914310650119,0.1593476053306959,0.1140004814462639,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,0.992081890607303,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.8022352786353092,-1.4824009547555614,-0.39863011307818547,0.2,1.1918670296948548,0.10825317547305481,0.005004190700482005,0.04622673356799213,-9.62478035268239e-07,9.62478035268239e-07,1.9503794798900447e-05,1.8129630775520766e-06,0.5590332898198918,0.2745909383992019,0.15623165220151408,0.1021010933919056,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,1.074755381491245,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.6770795378595594,-1.5435858681521923,-0.39863011307818547,0.2,1.1918670296948548,0.10825317547305481,0.005423113024311663,0.050096572230913676,6.601186523006418e-07,0.0,1.9502752606847303e-05,1.8128592393917842e-06,0.5588318417449755,0.26855766479580495,0.15192461177561384,0.08997742884602809,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,1.1574288723751869,1.732050807568877,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.5472986572906094,-1.5942265248938647,-0.39863011307818547,0.2,1.191867029694855,0.10825317547305481,0.0058192670765541705,0.053756086610158044,2.4940658363598557e-06,0.0,1.9501878101198018e-05,1.8127721087557447e-06,0.557605015692225,0.26114195655238087,0.14652547970153676,0.0779872878796874,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,1.2401023632591288,1.7320508075688772,True,D_with_TF,0.10825317547305482
0.14,0.25,0.25,0.25,-0.41377917193882685,-1.633976997946082,-0.39863011307818547,0.2,1.1918670296948548,0.10825317547305481,0.006187507012593075,0.057157741429332956,4.66754973677912e-06,0.0,1.9501184391780102e-05,1.8127029912662351e-06,0.5557586489030424,0.2526128267438484,0.14031389333002328,0.06668287454269044,ferro_interaction_dominated,"ferromagnetic-like, interaction-dominated",-1.0,ferro_like_all_negative,0.25,1.0,1.7320508075688772,1.3385653278272813,1.3227758541430708,1.732050807568877,True,D_with_TF,0.10825317547305482
