t,J_AB,J_BC,J_AC,J_CD,comm_max,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,sample_id
0.1,-0.7458770592272095,-0.41821377817773153,-0.8512260597535674,0.34641016151377546,0.0,0.0,0.0,,3.822159301157772e-16,0.0,1.6017132519074588e-16,-4.440892098500626e-16,0.17285934975889605,0.15730071498231174,0.08046258241453579,0.07065179616899098,17
0.1,0.26845533021108636,-1.396161071255508,-0.268748119820726,0.34641016151377546,0.0,5.551115123125783e-17,1.962615573354719e-17,,1.5132512091793173e-15,0.0,6.406853007629834e-16,0.0,0.24863183579959064,0.15328768442631346,0.07899012062647098,0.031176031731767636,18
0.1,1.7106027288021326,-0.7804359159120451,1.6206418527851274,0.34641016151377546,0.0,1.7763568394002505e-15,6.280369834735101e-16,,-1.528863720463109e-15,1.528863720463109e-15,-6.406853007629837e-16,-2.220446049250313e-16,0.5381473889624289,0.28848179187057676,0.16097453484595534,0.14899693337052264,19
0.1,0.6414151323764461,0.7044889572711721,-1.2502586814762102,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837752e-16,,1.7509083253881399e-15,0.0,6.406853007629834e-16,0.0,0.2706152147709918,0.19774547778965965,0.10396411239858036,0.08128908100661088,20
0.1,-1.1562768552413036,1.676859654550248,0.9568604301060546,0.34641016151377546,0.0,8.881784197001252e-16,3.14018491736755e-16,,3.405825666923338e-16,0.0,1.6017132519074588e-16,1.1102230246251565e-16,0.4946872221041336,0.27753399253694233,0.15115459897877553,0.12079720110785055,21
0.1,-1.357686234954258,-1.6947539612541207,0.5962926872373999,0.34641016151377546,0.0,0.0,0.0,,-1.0998058292226202e-15,1.0998058292226202e-15,-9.610279511444756e-16,-4.440892098500626e-16,0.49187859793752986,0.26391428608109246,0.14992260450792305,0.11854065747497362,22
0.1,-1.2221078687929732,1.7227577919008659,-0.4173693679621284,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837752e-16,,4.602740592613955e-16,0.0,6.406853007629834e-16,-2.220446049250313e-16,0.4612494254555193,0.24837380499500641,0.14192518947147675,0.10346914961226159,23
0.1,0.9794621531015149,-1.338625764754287,-0.23897784204186245,0.34641016151377546,0.0,0.0,0.0,,4.810907409731172e-16,0.0,6.406853007629834e-16,1.1102230246251565e-16,0.3114776923499225,0.1967446585182209,0.11128834526554737,0.08103480677135826,24
0.1,0.43123961662912924,-1.678328674169655,-1.1784718600791502,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837752e-16,,7.997030951519701e-16,0.0,4.805139755722376e-16,0.0,0.4490116435981556,0.24605184647678394,0.1398906492073102,0.1032383603685956,25
0.1,-1.2485489782497636,0.5393698808059,-0.2586043170159573,0.34641016151377546,0.0,0.0,0.0,,-4.909311709747744e-16,4.909311709747744e-16,4.805139755722376e-16,-2.220446049250313e-16,0.20809855060038715,0.1565133486774603,0.08418810255259697,0.05295719539388489,26
0.1,0.8639959603054068,0.2324976353593633,-0.5975345856353298,0.34641016151377546,0.0,0.0,0.0,,5.851741495317256e-16,0.0,6.406853007629834e-16,1.1102230246251565e-16,0.13856773872356365,0.13159264551661698,0.06928626397661924,0.05395050001376706,27
0.1,-0.967276479328766,-0.9151054150731084,0.7575527148051826,0.34641016151377546,0.0,0.0,0.0,,4.527583999566087e-16,0.0,4.805139755722376e-16,-4.440892098500626e-16,0.26402791802107584,0.20222790266272805,0.1045632497366812,0.09937491481999831,28
0.1,0.5642627220543766,-1.4856162066868674,-1.1388953226446101,0.34641016151377546,0.0,0.0,0.0,,-1.5031318609573715e-17,1.5031318609573715e-17,-3.2034265038149176e-16,1.1102230246251565e-16,0.4017092090161939,0.24040672106252514,0.1322011779841188,0.1042253066291325,29
0.1,-1.1626131925248244,-0.57690475073946,1.024205570754881,0.34641016151377546,0.0,0.0,0.0,,-6.661338147750939e-16,6.661338147750939e-16,-0.0,-4.440892098500626e-16,0.28703815849922043,0.20716935559584648,0.1093936718523449,0.09904987364549746,30
0.1,1.1767787328594368,0.40926821802312174,0.5085258058836772,0.34641016151377546,0.0,0.0,0.0,,1.8064194766193977e-15,0.0,6.406853007629834e-16,0.0,0.1987033883821898,0.16069977700831878,0.08345349133531055,0.056021051796502935,31
0.1,-0.9136952342163449,-0.32531887115837077,1.5890799636491755,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418876e-17,,1.879269008063748e-16,0.0,1.6017132519074588e-16,-4.440892098500626e-16,0.3406265938429789,0.2072299772655459,0.11595773621145128,0.07887786201484649,32
0.1,1.6125131713355065,-0.5136884695324873,-1.5788608723325144,0.34641016151377546,0.0,0.0,0.0,,2.6483149915023394e-16,0.0,3.2034265038149176e-16,0.0,0.47910769207851156,0.2649088613030256,0.14900905004616652,0.1354856462708823,33
0.1,-1.5918049870177537,-0.5816149020606456,-1.3187940691780349,0.34641016151377546,0.0,0.0,0.0,,3.2034265038149176e-16,0.0,3.2034265038149176e-16,0.0,0.4274244358936069,0.25244395700486877,0.13885880336902243,0.12015090566483243,34
0.1,-0.5653357768213361,-1.3177785585290211,-1.709997931079138,0.34641016151377546,0.0,0.0,0.0,,-1.0547118733938987e-15,1.0547118733938987e-15,-0.0,1.1102230246251565e-16,0.4807302688538294,0.2631016281050499,0.14872506585495718,0.12515883867982874,35
0.1,-0.3495930444069466,-1.3108521207349477,1.7306695170215924,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837754e-16,,4.440892098500626e-16,0.0,-0.0,-2.220446049250313e-16,0.47001658832271737,0.24900993529670276,0.14595587983690533,0.11968621722653859,36
0.1,-0.8399900564845603,0.44337287956293947,0.26795745212344624,0.34641016151377546,0.0,0.0,0.0,,-1.7925771069982868e-16,1.7925771069982868e-16,3.2034265038149176e-16,-2.220446049250313e-16,0.12161269219428858,0.12285066874373683,0.06329348253018595,0.04563112201724029,37
0.1,-0.9452902751603237,-1.611618690162787,0.7802208265268824,0.34641016151377546,0.0,0.0,0.0,,-2.5448514012110495e-17,2.5448514012110495e-17,6.406853007629834e-16,1.1102230246251565e-16,0.4226383539439649,0.24712510399952298,0.13502175796152505,0.09922302419580638,38
0.1,0.5372661574018851,-1.358078448880537,-1.2677325665518584,0.34641016151377546,0.0,4.440892098500626e-16,1.570092458683775e-16,,-8.326672684688674e-17,8.326672684688674e-17,-0.0,1.1102230246251565e-16,0.3924544890543664,0.23866708734949785,0.1314407762371498,0.11286550131970541,39
0.1,1.7235474441740397,-0.7293399614090366,1.509235509905158,0.34641016151377546,0.0,8.881784197001252e-16,3.14018491736755e-16,,3.758538016127496e-16,0.0,3.2034265038149176e-16,1.1102230246251565e-16,0.5109552208948962,0.2795759271108326,0.15563923041883662,0.139277482547964,40
0.1,1.6753422671286562,-0.34632614861173394,0.9989636065098728,0.34641016151377546,0.0,0.0,0.0,,6.938893903907228e-16,0.0,-0.0,0.0,0.36730134894557526,0.21875446676943297,0.12294552587063542,0.08836305883219212,41
0.1,-0.21402464971882185,1.3835497892183293,-0.802386447008897,0.34641016151377546,0.0,1.1102230246251565e-16,3.925231146709438e-17,,1.3611767359675761e-15,0.0,3.2034265038149176e-16,-2.220446049250313e-16,0.2990245720908023,0.18802383983716903,0.10580647387934108,0.06887624643865538,42
0.1,1.6661624417886776,0.758948107040073,1.1527047512067594,0.34641016151377546,0.0,0.0,0.0,,6.684408763786123e-16,0.0,6.406853007629834e-16,1.1102230246251565e-16,0.43433827074515596,0.25946459283914947,0.1400993937283968,0.11638450481017523,43
0.1,-1.587060528811786,-0.30352816516052417,0.6596818003173563,0.34641016151377546,0.0,0.0,0.0,,-1.5150213508419977e-16,1.5150213508419977e-16,3.2034265038149176e-16,0.0,0.2951235610087569,0.18706867814056044,0.10251822786381508,0.061254684551741025,44
0.1,-1.1170312317579971,1.1772709925225233,1.1018607333382464,0.34641016151377546,0.0,8.881784197001252e-16,3.1401849173675503e-16,,8.893319505018846e-16,0.0,3.2034265038149176e-16,-2.220446049250313e-16,0.3929718170531733,0.2539898089770835,0.13338758662204392,0.12643403575791576,45
0.1,1.2489544708368343,-0.8971430868810255,-0.37591352080659446,0.34641016151377546,0.0,0.0,0.0,,-9.159339953157541e-16,9.159339953157541e-16,-0.0,0.0,0.271493292879049,0.19298959380256794,0.10445795703535297,0.08599257997288769,46
0.1,-1.006112155808427,-1.5333537456194926,-1.5466149727815466,0.34641016151377546,0.0,0.0,0.0,,5.551115123125783e-16,0.0,-0.0,1.1102230246251565e-16,0.5411097847293487,0.2946789127742004,0.16182728233991456,0.14871284431986115,47
0.1,-0.8580964651561878,1.5866867352090104,-1.2619671064070093,0.34641016151377546,0.0,8.881784197001252e-16,3.140184917367551e-16,,-6.106226635438361e-16,6.106226635438361e-16,-0.0,-2.220446049250313e-16,0.4798333737259303,0.27305221048495054,0.14896480950048072,0.1239240801926844,48
0.1,0.311198635895078,1.5472839595250854,0.8638093555383617,0.34641016151377546,0.0,0.0,0.0,,8.627299056880147e-16,0.0,6.406853007629834e-16,2.220446049250313e-16,0.35494924668533023,0.209429122859545,0.1173915176880105,0.07593976902627686,49
0.1,1.590821010880096,-0.28275003404790966,0.8144921177572702,0.34641016151377546,0.0,0.0,0.0,,1.4155343563970746e-15,0.0,-0.0,1.1102230246251565e-16,0.31538330674027865,0.1969102418182357,0.10970649047882486,0.07224530059058233,50
0.1,-1.189977430064097,0.3380155827662952,0.9588157022490464,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418876e-17,,6.886807926894544e-16,0.0,4.805139755722376e-16,0.0,0.2577069971890771,0.18786145337966925,0.10139324031326939,0.08503725041655769,51
0.1,-1.6513138030581238,-0.17624099937703241,-1.5709774796442422,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418876e-17,,-3.411770411865651e-17,3.411770411865651e-17,1.6017132519074588e-16,-2.220446049250313e-16,0.46486901680573206,0.2423525636092669,0.14548910933199108,0.1299540279212582,52
0.1,1.6260364314046,0.7292801134752405,-0.24308824701737008,0.34641016151377546,0.0,0.0,0.0,,2.3071379503157738e-16,0.0,4.805139755722376e-16,-2.220446049250313e-16,0.31652398562904555,0.19268295389264767,0.10859367667790738,0.06836759165085449,53
0.1,-1.2450373484605088,0.41136125114862576,1.4251233086202415,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837752e-16,,-5.57418573916097e-16,5.57418573916097e-16,-6.406853007629837e-16,-2.220446049250313e-16,0.36453645416374464,0.22693585952371426,0.1253607357870789,0.1058902352080804,54
0.1,-1.6020975340862083,0.5423632347995815,-1.1444218660990426,0.34641016151377546,0.0,4.440892098500626e-16,1.570092458683775e-16,,2.156824764220037e-16,0.0,1.6017132519074588e-16,1.1102230246251565e-16,0.39282335396830814,0.23854237930786523,0.1309606573886677,0.10608634764636887,55
0.1,-1.3786346592503755,1.3639857465697642,-1.085981130938544,0.34641016151377546,0.0,1.7763568394002505e-15,6.280369834735101e-16,,1.4108493968166299e-16,0.0,6.406853007629834e-16,0.0,0.4759764043398441,0.2788532147177405,0.1499369276034702,0.14024671617402454,56
0.1,1.1172156734336984,-0.6503709457462308,-0.7230690076428572,0.34641016151377546,0.0,0.0,0.0,,1.8330215214332676e-15,0.0,3.2034265038149176e-16,1.1102230246251565e-16,0.24166366615574786,0.19143591867214677,0.09831258479792492,0.08348143588493337,57
0.1,-0.2635984822440405,0.46865871468885034,0.8478632262170023,0.34641016151377546,0.0,0.0,0.0,,1.9712226341105325e-15,0.0,1.6017132519074588e-16,-2.220446049250313e-16,0.12987767677694043,0.1264321006289765,0.06569954030248999,0.04711799193860061,58
0.1,-0.3241479043018418,-0.47697026247216523,-0.5144207582672236,0.34641016151377546,0.0,0.0,0.0,,1.096345236817342e-15,0.0,-0.0,1.1102230246251565e-16,0.08578761394356149,0.10724468911957108,0.053383608392040774,0.050129047749695656,59
0.1,0.34458798398338875,-0.2937224545526811,-1.4579492680577597,0.34641016151377546,0.0,0.0,0.0,,-5.551115123125783e-16,5.551115123125783e-16,-0.0,-4.440892098500626e-16,0.2446443042883273,0.159256116919371,0.08331631410115865,0.03831502552199384,60
0.1,1.2128401677106675,-1.6227998926921459,-1.5243042611580304,0.34641016151377546,0.0,0.0,0.0,,9.928385936596133e-16,0.0,1.6017132519074588e-16,0.0,0.587250572076432,0.3111834381711886,0.17063264806944636,0.15599990154382884,61
0.1,1.1439242177803735,1.0935511003358123,-0.1825404128913013,0.34641016151377546,0.0,0.0,0.0,,-4.290578912404889e-16,4.290578912404889e-16,3.2034265038149176e-16,0.0,0.2809303364957396,0.18566273929876728,0.10665122116838793,0.0928147741690466,62
0.1,1.6765458870186563,-0.5477530157066457,-0.8261983940077114,0.34641016151377546,0.0,0.0,0.0,,1.0824674490095276e-15,0.0,-0.0,0.0,0.35922472408657324,0.22415662266212266,0.12069842527594518,0.08417331204846984,63
0.1,1.3766264275272588,-1.025162562032063,0.939918975193986,0.34641016151377546,0.0,0.0,0.0,,2.3071379503157738e-16,0.0,4.805139755722376e-16,0.0,0.38324638225442376,0.24766072434879083,0.13100076524838314,0.1193704976298832,64
0.1,1.3525990587436119,-0.8430016349653986,-0.25061228466055296,0.34641016151377546,0.0,0.0,0.0,,-8.239980783623213e-16,8.239980783623213e-16,4.805139755722376e-16,0.0,0.27542265585186065,0.18636709917977556,0.10389461187795156,0.07822221027520397,65
0.1,0.6135543862812409,-0.9995066554515395,-1.1710290938060521,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837754e-16,,7.100742398020557e-16,0.0,6.406853007629834e-16,-2.220446049250313e-16,0.30274225254080633,0.2136960455908521,0.1128089700867692,0.10161475840642817,66
0.1,0.30361775609626207,0.99353347970886,1.2102986118933092,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418876e-17,,1.5138324018535351e-15,0.0,3.2034265038149176e-16,-2.220446049250313e-16,0.2856298220826294,0.19391122693177842,0.10782863626550064,0.09195605198591358,67
0.1,0.2627101679791368,-0.9806886160958251,1.7043781216737335,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418875e-17,,-9.07264805209208e-16,9.07264805209208e-16,4.805139755722376e-16,1.1102230246251565e-16,0.39209127944457844,0.22186319992313486,0.12741752479707524,0.09006199556657868,68
0.1,-0.33180895425716317,1.1468498011975239,-0.6063967946349933,0.34641016151377546,0.0,1.1102230246251565e-16,3.925231146709437e-17,,4.163336342344337e-17,0.0,-0.0,1.1102230246251565e-16,0.22118445708032397,0.16554683323873604,0.08810345765962092,0.05709665791733506,69
0.1,1.6934039039357,1.3913572811827004,1.0584022358109313,0.34641016151377546,0.0,1.7763568394002505e-15,6.280369834735101e-16,,-4.718447854656915e-16,4.718447854656915e-16,-0.0,1.1102230246251565e-16,0.5394696782127871,0.29709514915154944,0.16178889175633893,0.1498161676590352,70
0.1,1.6568723279462758,1.008597552914893,-0.9653382547376281,0.34641016151377546,0.0,0.0,0.0,,1.189434684572534e-15,0.0,8.008566259537293e-16,1.1102230246251565e-16,0.4416663071752398,0.26102548650399243,0.14194059550961724,0.11962226460237431,71
0.1,0.9274963015658546,-0.5779280477916136,-0.9643382563060717,0.34641016151377546,0.0,0.0,0.0,,1.3952944400862326e-15,0.0,1.6017132519074588e-16,0.0,0.23686351148784807,0.1902179872023696,0.09765499955886366,0.09039051395671349,72
0.1,-1.3669391894234308,-1.2610131911027787,1.1277523462237768,0.34641016151377546,0.0,8.881784197001252e-16,3.140184917367551e-16,,-3.7354674000923107e-16,3.7354674000923107e-16,3.2034265038149176e-16,-2.220446049250313e-16,0.4581746307286607,0.2714900805479362,0.14664819395945153,0.14164416258726886,73
0.1,0.8361200835237983,0.5344618367017029,-1.2793335246600228,0.34641016151377546,0.0,0.0,0.0,,2.54485140121102e-17,0.0,-6.406853007629837e-16,-2.220446049250313e-16,0.27869527976786246,0.19957695323097394,0.10570941556778868,0.08230096827606677,74
0.1,-0.7489163365320552,1.6343631983544213,0.3049465730824652,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418876e-17,,-1.116585153128184e-15,1.116585153128184e-15,1.6017132519074588e-16,0.0,0.35918578108567406,0.20536387933644418,0.11410147248474764,0.0653350008213596,75
0.1,0.2804325023111214,1.1541419415124317,-0.35270974465982685,0.34641016151377546,0.0,5.551115123125783e-17,1.9626155733547187e-17,,7.858297346174936e-16,0.0,-0.0,0.0,0.1945315379841055,0.1430216221372373,0.0747042706261829,0.03710324514325512,76
0.1,-0.8607084537168945,-0.6938629564628611,0.7347813899126234,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418877e-17,,7.580697317285267e-16,0.0,4.805139755722376e-16,-2.220446049250313e-16,0.20680851263472927,0.1777233574758226,0.09038190409618403,0.08685827825963448,77
0.1,-0.22813567793709866,-0.18550561623272155,1.4669911310663837,0.34641016151377546,0.0,0.0,0.0,,1.1125300862286749e-15,0.0,6.406853007629834e-16,0.0,0.23339775350034575,0.14257870313064955,0.07175453375519796,0.024842158004445045,78
0.1,0.6962504243538503,-1.5210235922850897,1.3235891879072503,0.34641016151377546,0.0,0.0,0.0,,-4.140265726309153e-16,4.140265726309153e-16,6.406853007629834e-16,-2.220446049250313e-16,0.4572890643796182,0.26283388246778816,0.14452666200121184,0.12198410396552543,79
0.1,-1.3352448847381766,0.8315853123159966,-1.3782620311527811,0.34641016151377546,0.0,8.881784197001252e-16,3.140184917367551e-16,,9.864764651565858e-16,0.0,3.2034265038149176e-16,-2.220446049250313e-16,0.42029592825048534,0.2588930875233383,0.13858695680667651,0.1288911547571958,80
0.1,-0.8165649193189768,-1.4093815148323952,0.8583775409195549,0.34641016151377546,0.0,0.0,0.0,,-4.868761040752652e-16,4.868761040752652e-16,-3.2034265038149176e-16,-2.220446049250313e-16,0.3643180777393734,0.23209394033927366,0.12446759009121812,0.09636015529506634,81
0.1,0.2520911216024093,-0.45608390124515097,1.2022219606646138,0.34641016151377546,0.0,0.0,0.0,,-2.347653201124162e-15,2.347653201124162e-15,-6.406853007629837e-16,1.1102230246251565e-16,0.19641556647407638,0.14893747098457488,0.0791996833810473,0.045699552207106114,82
0.1,1.1869965006197245,-0.33146927654734815,-0.4517865429097714,0.34641016151377546,0.0,1.1102230246251565e-16,3.925231146709438e-17,,4.145403487637014e-15,0.0,8.008566259537293e-16,0.0,0.18815062483910316,0.15089753736401854,0.07860054053010736,0.04797341361937186,83
0.1,0.8123081728970432,1.0110947885776058,-1.6548177918505727,0.34641016151377546,0.0,8.881784197001252e-16,3.1401849173675503e-16,,2.070132863154576e-16,0.0,-3.2034265038149176e-16,0.0,0.4304075131125612,0.2533916562553189,0.1385595314398772,0.11073682481526335,84
0.1,1.4810451276756007,0.6528383588562674,-1.4798925740053592,0.34641016151377546,0.0,0.0,0.0,,-7.835182457406371e-16,7.835182457406371e-16,1.6017132519074588e-16,-2.220446049250313e-16,0.4454509180162007,0.25761513559157456,0.14294724317083718,0.13080496348794682,85
0.1,-0.39206354067190974,1.6561465801432274,0.46191647924834234,0.34641016151377546,0.0,0.0,0.0,,7.505540724237399e-16,0.0,3.2034265038149176e-16,0.0,0.3413647523214729,0.19343359774802094,0.10384881895734775,0.04977223607578839,86
0.1,-0.2657962555776727,1.6897484882696778,0.7410958369115628,0.34641016151377546,0.0,0.0,0.0,,-1.0200174038743626e-15,1.0200174038743626e-15,-0.0,-2.220446049250313e-16,0.37443540474127024,0.2070627964843964,0.11627105835702928,0.06522404256392052,87
0.1,0.35168676645089425,-0.9489900227806886,-0.8127695858519491,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418877e-17,,-3.3540938717776883e-17,3.3540938717776883e-17,3.2034265038149176e-16,-2.220446049250313e-16,0.20804266972691518,0.16746977022357043,0.08897230182170836,0.073167557091862,88
0.1,-1.699608730569245,-0.2788499660654291,0.5538461831820372,0.34641016151377546,0.0,0.0,0.0,,-1.8937412703657937e-15,1.8937412703657937e-15,1.6017132519074588e-16,0.0,0.30782160214797843,0.18439912669783579,0.10055399585610991,0.05247003232907319,89
0.1,1.231504551420283,0.9329533370551975,1.370709978294566,0.34641016151377546,0.0,8.881784197001252e-16,3.140184917367551e-16,,-1.5138324018535351e-15,1.5138324018535351e-15,-3.2034265038149176e-16,-2.220446049250313e-16,0.416287538802547,0.2600319093085428,0.13798589217307747,0.12785128769033513,90
0.1,1.3404605962254448,0.8041617882872698,-1.5719114703373858,0.34641016151377546,0.0,8.881784197001252e-16,3.140184917367551e-16,,2.5210724214417864e-16,0.0,6.406853007629834e-16,-2.220446049250313e-16,0.45813335404471395,0.265392891103541,0.14560170185802931,0.12790627048149167,91
0.1,0.6072714947724536,1.0840135784803313,1.489278959869388,0.34641016151377546,0.0,4.440892098500626e-16,1.570092458683775e-16,,-4.631755953591455e-16,4.631755953591455e-16,4.805139755722376e-16,0.0,0.38499923761746546,0.23797655503138593,0.12972741285316136,0.10791337854472162,92
0.1,-0.5762001566149284,-0.8203373781052139,1.1080067195136651,0.34641016151377546,0.0,0.0,0.0,,1.3611767359675761e-15,0.0,3.2034265038149176e-16,0.0,0.2539350693386653,0.19289282782599027,0.10114206706607697,0.08658149464642101,93
0.1,1.7241919234248417,0.19373312685552135,-0.34341782514279173,0.34641016151377546,0.0,5.551115123125783e-17,1.962615573354719e-17,,1.6335238944225967e-15,0.0,8.008566259537293e-16,0.0,0.29029251742991113,0.1648006704536965,0.0862669931488481,0.03351943314342477,94
0.1,-0.3649712070687223,-1.5271823049396704,-0.8065906514730827,0.34641016151377546,0.0,2.220446049250313e-16,7.850462293418876e-17,,-1.9086385509082846e-17,1.9086385509082846e-17,4.805139755722376e-16,1.1102230246251565e-16,0.34430409889101654,0.20779874026965672,0.11477691601681764,0.07311393946784304,95
0.1,1.6979273852656585,1.2527082048985223,-0.2631375941826395,0.34641016151377546,0.0,0.0,0.0,,-8.326672684688674e-16,8.326672684688674e-16,-0.0,0.0,0.4321044449512808,0.2349882899464411,0.1384538660170406,0.11349808187086659,96
0.1,1.0786181870871396,-0.5964039647453099,0.7250584878391968,0.34641016151377546,0.0,0.0,0.0,,2.7119362765326154e-16,0.0,1.6017132519074588e-16,-4.440892098500626e-16,0.22763624269609303,0.18433449631316046,0.09479650346893309,0.08036611614507942,97
0.1,-0.8433575005494708,-0.752405689055551,1.5719469257602903,0.34641016151377546,0.0,4.440892098500626e-16,1.5700924586837752e-16,,1.285425668425476e-15,0.0,4.805139755722376e-16,-2.220446049250313e-16,0.3726823306103376,0.2330998636306625,0.12568956016928556,0.09510571722544667,98
0.1,1.0005451015869866,-1.1454336530868559,1.0395619781771703,0.34641016151377546,0.0,0.0,0.0,,1.7404911299856034e-16,0.0,1.6017132519074588e-16,-2.220446049250313e-16,0.35759181849652977,0.2401431461118985,0.12574234006275295,0.11671140902811003,99
