coupling_label,env_label,include_D_transverse,Jz,Jz_abs,J_CD,t,N,corr_J_rho_exp,corr_J_tot,corr_eta,corr_S_L,corr_P_pair,corr_N_pair_sum,max_I3_minus,mean_I3_minus,median_I3_minus,h_at_max_I3,max_J_tot,mean_J_tot,max_J_rho_exp,mean_J_rho_exp,mean_S_ABC,mean_S_L,mean_P_pair,mean_N_pair_sum
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.08,9,,,,,,,1.0847745106130463e-15,1.855498511271969e-16,0.0,0.5,81.0,17.134999999999998,12.878089607784778,2.6714805553620264,-1.2457769737058016e-16,-1.603655480014115e-16,0.562547967932277,0.30743210940047416
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.1,9,,,,,,,1.0419876163878436e-15,1.527838359750434e-16,0.0,2.0,81.0,17.134999999999998,11.577714352945893,2.58002861838756,5.339044173024862e-17,1.1102230246251565e-16,0.7827034217374317,0.3627744811176444
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.14,9,,,,,,,1.208521070081617e-15,2.37720709334105e-16,0.0,0.1,81.0,17.134999999999998,6.458553975850107,1.9591966587881506,1.2457769737058009e-16,-8.635067969306773e-17,1.2274213434290653,0.4403216364024644
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.18,9,,,,,,,7.771561172376096e-16,1.4802973661668753e-16,0.0,0.75,81.0,17.134999999999998,3.726745594553502,1.1778777155896334,2.3135858083107737e-16,0.0,1.6260532978594038,0.4748276565493382
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.21999999999999997,9,,,,,,,6.406853007629837e-16,2.0142017834693617e-16,0.0,3.0,81.0,17.134999999999998,2.0927635742762867,0.7140739374892636,3.559362782016572e-17,-2.4671622769447922e-17,1.945192883855583,0.47383771046061973
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.26,9,,,,,,,8.7545416269407e-16,2.602716226025437e-16,2.093203479189761e-16,0.75,81.0,17.134999999999998,2.584003142318072,0.6714023373628303,-7.11872556403315e-17,-9.868649107779169e-17,2.1798172635818283,0.4492716154209804
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.3,9,,,,,,,1.0974987676191014e-15,2.780684365126266e-16,0.0,0.75,81.0,17.134999999999998,6.227762225605619,0.9515892186811978,-2.491553947411603e-16,-4.9343245538895844e-17,2.3418171074043634,0.4161307902361253
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.3277777777777778,9,,,,,,,5.423872553065231e-16,2.211434789473627e-16,1.7289558219680108e-16,1.0,81.0,17.134999999999998,7.477282334559613,1.0423681640280096,-1.0678088346049731e-16,-2.590520390792032e-16,2.4194200270274084,0.3969456777551282
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.35555555555555557,9,,,,,,,1.195796813075562e-15,3.274116820515225e-16,0.0,3.0,81.0,17.134999999999998,6.856005939284686,0.9532051029773139,-1.2457769737058016e-16,-4.9343245538895844e-17,2.472472393446063,0.38995406357115275
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.3833333333333333,9,,,,,,,1.3923929039884833e-15,1.7392094290947605e-16,0.0,0.1,81.0,17.134999999999998,4.6013539387582165,0.7159988113375545,-8.898406955041449e-17,-2.4671622769447922e-17,2.503318212440382,0.4024684940827859
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.4111111111111111,9,,,,,,,7.644318602315544e-16,1.1648330498787458e-16,0.0,0.75,81.0,17.134999999999998,2.4675537881525456,0.5311618685462977,2.491553947411602e-16,3.9474596431116675e-16,2.5142391172336715,0.4220167038816952
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.4388888888888889,9,,,,,,,8.62729905688015e-16,1.6987374671812323e-16,0.0,0.1,81.0,17.134999999999998,3.7487055089527046,0.7250882456208941,1.2457769737058009e-16,-1.2335811384723961e-17,2.5083344381498573,0.4406547998988424
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.4666666666666667,9,,,,,,,1.195796813075562e-15,3.4360046681693364e-16,9.829804545646046e-17,1.5,81.0,17.134999999999998,5.354390568879567,0.931146653354669,-2.1356176692099462e-16,-3.0839528461809903e-16,2.4898773260587763,0.4558894894579899
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.49444444444444446,9,,,,,,,1.4051171609945382e-15,3.7109970225439384e-16,0.0,0.1,81.0,17.134999999999998,5.371032479001169,0.9397330715868668,-1.245776973705802e-16,-2.713878504639272e-16,2.463896656655711,0.4618300272533041
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.5222222222222223,9,,,,,,,1.3923929039884833e-15,5.423872553065232e-16,4.440892098500626e-16,1.5,81.0,17.134999999999998,3.9861915281277898,0.8015513005488484,-3.2034265038149186e-16,-1.9737298215558337e-16,2.4350124654507974,0.45773348322000423
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.55,9,,,,,,,1.1830725560695069e-15,3.6968589592038773e-16,3.2034265038149176e-16,3.0,81.0,17.134999999999998,2.8060872337460387,0.7214767384089272,-1.2457769737058026e-16,-1.603655480014115e-16,2.4060679455373446,0.4463157323078255
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.64,9,,,,,,,5.423872553065231e-16,1.3762041192230718e-16,1.2724257006055198e-17,3.0,81.0,17.134999999999998,4.987706657285195,1.1405035539842538,5.339044173024857e-17,3.700743415417188e-17,2.3044494883510658,0.43870173166973747
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.73,9,,,,,,,1.127561404838249e-15,4.4389498703939703e-16,4.186406958379524e-16,1.5,81.0,17.134999999999998,7.256958373861572,1.232553084176564,-1.245776973705802e-16,-3.3306690738754696e-16,2.1581631737912543,0.489713929101556
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.8200000000000001,9,,,,,,,6.534095577690387e-16,1.5349073914204646e-16,0.0,3.0,81.0,17.134999999999998,2.6985663264650572,0.8253128021016423,4.09326719931906e-16,3.3306690738754696e-16,1.9663435698246587,0.49993108292700267
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.91,9,,,,,,,1.0974987676191014e-15,1.603655480014115e-16,0.0,3.0,81.0,17.134999999999998,5.828972873155623,1.2346210832161977,4.271235338419888e-16,4.934324553889585e-16,1.7108686239951885,0.3890461109893478
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,1.0,9,,,,,,,1.157624042057397e-15,3.7161238261073137e-16,1.965960909129211e-16,1.5,81.0,17.134999999999998,3.2891627007144932,0.8958521510859055,-1.6017132519074615e-16,-2.3438041630975528e-16,1.5877045200772548,0.4074595422537956
