coupling_label,env_label,include_D_transverse,Jz,Jz_abs,J_CD,t,N,corr_J_rho_exp,corr_J_tot,corr_eta,corr_S_L,corr_P_pair,corr_N_pair_sum,max_I3_minus,mean_I3_minus,median_I3_minus,h_at_max_I3,max_J_tot,mean_J_tot,max_J_rho_exp,mean_J_rho_exp,mean_S_ABC,mean_S_L,mean_P_pair,mean_N_pair_sum
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.4388888888888889,9,,,,,,,2.5835755938570077e-15,7.53315632370171e-16,4.059164388318973e-16,2.0,81.0,17.134999999999998,5.464855492916016,0.8582755106934368,-4.44920347752072e-16,-2.220446049250313e-16,1.9796500000060122,0.37674890984135595
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.4666666666666667,9,,,,,,,1.1830725560695069e-15,4.142750421009277e-16,3.885780586188048e-16,0.75,81.0,17.134999999999998,3.9645543954065965,0.712385785944361,-7.118725564033164e-17,4.9343245538895844e-17,1.9798290317181992,0.38844581832394415
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.49444444444444446,9,,,,,,,7.771561172376096e-16,2.3559999983309584e-16,8.557378845040546e-17,0.0,81.0,17.134999999999998,3.6656967796344935,0.7520692860728023,3.559362782016562e-17,-4.9343245538895844e-17,1.9794800927420464,0.39921185502464607
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.5222222222222223,9,,,,,,,1.528863720463109e-15,3.231702630495041e-16,1.1102230246251565e-16,1.5,81.0,17.134999999999998,4.775275814836385,0.9639008450109452,-1.9576495301091173e-16,-1.4802973661668753e-16,1.9736994542666497,0.4065357886131547
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.55,9,,,,,,,1.195796813075562e-15,3.513764016539674e-16,1.5380919668771828e-16,0.75,81.0,17.134999999999998,5.621924433710551,1.1350123760110216,-1.4237451128066308e-16,-1.2335811384723961e-17,1.9567415478033057,0.41049413371025884
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.64,9,,,,,,,5.551115123125783e-16,1.5349073914204646e-16,0.0,0.0,81.0,17.134999999999998,3.234484421765739,0.6993597739846765,1.0678088346049723e-16,9.868649107779169e-17,1.8009156410982081,0.432226487270327
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.73,9,,,,,,,1.6699486601447724e-15,3.4591539912860847e-16,2.220446049250313e-16,0.1,81.0,17.134999999999998,6.471910337664215,1.1520544285282368,1.7796813910082765e-17,-2.713878504639272e-16,1.593749162658004,0.431120078981557
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.8200000000000001,9,,,,,,,1.2385837073007647e-15,3.848493199731239e-16,0.0,1.0,81.0,17.134999999999998,2.8739027529657757,0.9229176538602544,-5.339044173024872e-17,-1.9737298215558337e-16,1.4080777748838618,0.3780936134039929
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,0.91,9,,,,,,,1.1125300862286753e-15,3.077504988185992e-16,9.829804545646046e-17,0.1,81.0,17.134999999999998,2.8061383833494147,0.8484548121030342,-3.559362782016585e-17,1.4802973661668753e-16,1.2822158505953647,0.349734918044647
ferro_like_J_negative,D_no_TF,False,-1.7320508075688772,1.7320508075688772,0.34641016151377546,1.0,9,,,,,,,1.2813706015259676e-15,3.3505551144539373e-16,1.1102230246251565e-16,3.0,81.0,17.134999999999998,7.066816920336121,1.1356215685529303,-3.737330921117406e-16,-4.440892098500626e-16,1.4689075140718248,0.4097614397592714
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.02,9,,,,,,,3.2254232799684263e-15,9.92710423570529e-16,6.591949208711867e-16,2.0,81.0,17.134999999999998,9.083608417183832,1.8121228498563902,-1.0678088346049734e-16,-6.167905692361981e-17,0.05612535338270757,0.086332058746934
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.04,9,,,,,,,1.700029006457271e-15,1.8889211182858566e-16,0.0,1.5,81.0,17.134999999999998,11.544137130015706,2.269583917130537,1.601713251907458e-16,-6.167905692361981e-17,0.18407425519160492,0.16767233815429528
anti_like_J_positive,D_no_TF,False,1.7320508075688772,1.7320508075688772,0.34641016151377546,0.06,9,,,,,,,1.817990202823694e-15,6.283534247323377e-16,3.2034265038149176e-16,1.5,81.0,17.134999999999998,12.88219389168154,2.567567450084306,-2.3135858083107747e-16,0.0,0.3584488051255723,0.2419529800712582
