h_over_R,h,t,N,sign_label,corr_J_rho_exp,corr_eta,corr_S_L,corr_P_pair,corr_N_pair_sum,corr_J_tot,std_J_tot,mean_J_tot,J_tot_analytic,max_I3_minus,mean_I3_minus,median_I3_minus,max_J_rho_exp,mean_J_rho_exp,mean_S_ABC,mean_S_L,mean_P_pair,mean_N_pair_sum
0.5,0.8660254037844386,0.4388888888888889,400,anti_like_all_positive,-0.7124456392881666,-0.7124456392881666,-0.6250463087248056,-0.035716864062692595,-0.30606081740782365,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.01874605707794631,0.0074924575759663355,0.005810681362733428,0.23945984449435612,0.18703293658136477,0.028448604114261453,0.0057418383258652185,2.2008594722933226,0.44799132805539293
0.5,0.8660254037844386,0.4666666666666667,400,anti_like_all_positive,-0.6439745668549247,-0.643974566854925,-0.6304578159356551,0.020439341946367835,-0.2663369525117282,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.02319177390167451,0.009417238566773314,0.007494071014597717,0.2335510749785556,0.1803384015621557,0.03442818939596497,0.007178974536050436,2.278897042153842,0.4363374475264719
0.5,0.8660254037844386,0.49444444444444446,400,anti_like_all_positive,-0.5528090564996584,-0.5528090564996584,-0.6344979106505397,0.07355660217802665,-0.24651389130311258,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.028486483543120972,0.011623018074915082,0.009456846072379857,0.24085798748355122,0.17206857229364203,0.04106967709362824,0.008835280605063304,2.3403885239282096,0.4230414305371838
0.5,0.8660254037844386,0.5222222222222223,400,anti_like_all_positive,-0.4658827676444197,-0.4658827676444198,-0.6368936075991071,0.12289427096032043,-0.23818401816499699,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.03441258132690057,0.014104560962107361,0.011562788024333512,0.2461853689639125,0.16234809144555412,0.048368164637196155,0.010721232759216303,2.3858215613115994,0.4105012221927771
0.5,0.8660254037844386,0.55,400,anti_like_all_positive,-0.3974586153439645,-0.3974586153439649,-0.6375178740149026,0.16738974221955302,-0.23276887356735085,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.04111837646860585,0.01684271687207281,0.014092326237393454,0.2546114438928103,0.15134093185288364,0.05631276528489867,0.01284548412026002,2.41596393709398,0.400626561742762
0.5,0.8660254037844386,0.64,400,anti_like_all_positive,-0.29949153315187577,-0.29949153315187577,-0.6293726979521802,0.2683693297830128,-0.23051357428225036,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.06833448791429243,0.027118349031878056,0.0230585628138424,0.26192375149374914,0.11029459982554751,0.08626760306252576,0.0214340662987618,2.421934361854783,0.3941261889051137
0.5,0.8660254037844386,0.73,400,anti_like_all_positive,-0.27706017689952034,-0.2770601768995203,-0.6113677522372538,0.2869016257624369,-0.2443213495130135,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.10007578854891955,0.03863414673628003,0.03308944022357104,0.23420282029570386,0.07906666971693696,0.12196026802594191,0.03267848037201549,2.325268718994663,0.41453895667292323
0.5,0.8660254037844386,0.8200000000000001,400,anti_like_all_positive,-0.21318125790416823,-0.21318125790416823,-0.5845064590210286,0.18702238358023715,-0.20933285063743173,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.12991636685457175,0.05044376373725064,0.044478427725868644,0.17675086210009658,0.07725323247615469,0.1622015670003942,0.04647070702558539,2.1810338069321404,0.44379672988088514
0.5,0.8660254037844386,0.91,400,anti_like_all_positive,0.07053044522985735,0.07053044522985728,-0.5315832051706507,-0.06203269610254939,0.067940818333728,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.1503900047493958,0.06194582640274589,0.06257618610460296,0.15771316543661618,0.0977857081662167,0.2055161545748458,0.062480735849282126,2.0402774887709243,0.47574237609365183
0.5,0.8660254037844386,1.0,400,anti_like_all_positive,0.08801710694335502,0.08801710694335499,-0.40907515545832956,-0.20655033108435397,0.17301087823033756,,3.3693028157463266e-16,1.299038105676658,1.2990381056766578,0.16365973756742144,0.07196428760636402,0.08597304654560486,0.20778891792614723,0.12693970180760802,0.25017807629424715,0.08013961391990014,1.9365615547547648,0.4685596237487735
1.0,1.7320508075688772,0.02,400,anti_like_all_positive,-0.5052645237612249,-0.5052645237612247,0.21182432059267386,-0.7376644240976975,-0.1835817674379777,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,5.758259825001343e-07,1.9747524731765507e-07,9.106399917021458e-08,1.0968232483429246,0.5274221980693853,1.3917081598148165e-06,1.0883767467967376e-07,0.021020325458508696,0.04252761871259786
1.0,1.7320508075688772,0.04,400,anti_like_all_positive,-0.5340815134391134,-0.5340815134391134,0.226247529321553,-0.7927142212524081,-0.16314524492968643,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,7.803089108927881e-06,2.7228912429569647e-06,1.3588884911457004e-06,1.1633827179521383,0.5651163889252213,1.8991533363731665e-05,1.7619758969961152e-06,0.07134139324542246,0.08433548541196326
1.0,1.7320508075688772,0.06,400,anti_like_all_positive,-0.5530593916831499,-0.5530593916831497,0.24106866254417522,-0.8089563157344476,-0.14770683559855904,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,3.533311943957407e-05,1.2498304159203848e-05,6.532239496764391e-06,1.2126457458935302,0.5991970209846272,8.628277745687908e-05,8.984564518770833e-06,0.14355969692794693,0.1250385237696827
1.0,1.7320508075688772,0.08,400,anti_like_all_positive,-0.5651760487782013,-0.5651760487782016,0.25624321764525304,-0.7847083532368809,-0.13493079802716682,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.00010218915326428482,3.656941975973875e-05,1.9730293256271103e-05,1.243715078206951,0.6309495243218005,0.00024973317111081793,2.8470866802047525e-05,0.23307334819501246,0.16427127219398366
1.0,1.7320508075688772,0.1,400,anti_like_all_positive,-0.574661236721333,-0.5746612367213331,0.27141196337681195,-0.7340110580651202,-0.12386395223223252,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.00023222807388509922,8.355420250291264e-05,4.620518038902491e-05,1.2561288438338138,0.662555746240641,0.0005639555188022175,6.937391857986141e-05,0.3360408135543582,0.20168827826270852
1.0,1.7320508075688772,0.14,400,anti_like_all_positive,-0.5984799182123656,-0.5984799182123656,0.2916099797090797,-0.6088843852453378,-0.10482362392557808,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.0007864025912242341,0.00028568717928983815,0.00016544112844183324,1.2266103317965233,0.7312401687326018,0.0018777827556153276,0.0002618331429685691,0.5687271300101817,0.26981619760611025
1.0,1.7320508075688772,0.18,400,anti_like_all_positive,-0.6262864072055165,-0.6262864072055166,-0.3613162582682836,-0.48888741284731047,-0.08770946043960967,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.0019201718011693835,0.0007006326784490441,0.0004181438105626818,1.1510809335408416,0.7853464979582532,0.004467855058283085,0.0006901662441587903,0.8169713260835956,0.32723960993909573
1.0,1.7320508075688772,0.21999999999999997,400,anti_like_all_positive,-0.656866674939141,-0.6568666749391407,-0.392246632712353,-0.37715964881358033,-0.0695187273671805,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.003845547199949376,0.0014026189261111197,0.0008348996339718707,1.0445980769862515,0.8074075292951969,0.00865960597974651,0.0014590041300087241,1.060273811277566,0.3725112084198942
1.0,1.7320508075688772,0.26,400,anti_like_all_positive,-0.59141917636411,-0.5914191763641098,-0.4286777534332941,-0.2672774389054582,-0.04469838434011185,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.006746522630865748,0.0024397033957459548,0.0014138280506673893,0.9673877189893332,0.793592675191768,0.01459052918635343,0.0026493198405914352,1.2826655228336998,0.4052440993981564
1.0,1.7320508075688772,0.3,400,anti_like_all_positive,-0.14289948122547874,-0.14289948122547894,-0.4655028207610442,-0.15628987081269202,-0.0025591553910666925,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.010729343757308971,0.0038163349359911503,0.002054752441584113,1.0250078322655434,0.7442499316431213,0.022184640834433732,0.004298487950843656,1.4729187169024953,0.4263722738149534
1.0,1.7320508075688772,0.3277777777777778,400,anti_like_all_positive,0.09194583901531297,0.09194583901531307,-0.4907879402630458,-0.0804265813125734,0.04485475058155209,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.014156218893018952,0.0049484176884976696,0.002484390473648953,1.0681451226584098,0.6909460867523662,0.028301288088558717,0.0057073064541741944,1.5824566159849858,0.43536822327801017
1.0,1.7320508075688772,0.35555555555555557,400,anti_like_all_positive,0.20670010643742184,0.20670010643742168,-0.5157043917622995,-0.008867787088352034,0.1117301491862905,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.01805397604459704,0.0061901335868539565,0.003029588631706333,1.090930079064524,0.6243652815918461,0.034961771215238885,0.0073102023915110805,1.6722137914461765,0.4408895619642426
1.0,1.7320508075688772,0.3833333333333333,400,anti_like_all_positive,0.2648254879396065,0.2648254879396065,-0.5405267813791876,0.05437482165283152,0.19337335817769455,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.02233907730704012,0.007501532527861891,0.0035571404738063625,1.0873721920917017,0.5471836262525862,0.04201427251793929,0.009076492234317408,1.7420790773203065,0.4440827601264667
1.0,1.7320508075688772,0.4111111111111111,400,anti_like_all_positive,0.2946489266790714,0.29464892667907167,-0.5655500331710556,0.10544444503534067,0.27149009020448844,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.026899316253941034,0.00884244711911167,0.003883741069436418,1.0530083018222631,0.46261144089412637,0.049299078683908724,0.01096813989039301,1.7927257167743205,0.4460503698015285
1.0,1.7320508075688772,0.4388888888888889,400,anti_like_all_positive,0.29895912724088175,0.2989591272408816,-0.591286019264894,0.1408294841584318,0.320934733801211,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.031602959579706255,0.010179700142791093,0.004314819652605977,0.9968477928257019,0.3785441354839638,0.0566596904793631,0.012943041480990916,1.825491852044549,0.447694543253273
1.0,1.7320508075688772,0.4666666666666667,400,anti_like_all_positive,0.27836557428779507,0.2783655742877951,-0.6177748213029298,0.15811253492365268,0.3272008321668173,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.03631072498409604,0.011485556089528287,0.004570944188314684,0.9149727816217939,0.29650963261641494,0.06395169824522068,0.014958242073271415,1.8422468760382846,0.44959844896017986
1.0,1.7320508075688772,0.49444444444444446,400,anti_like_all_positive,0.2303527345530719,0.2303527345530721,-0.644737465337625,0.1556514564224265,0.2967368003082086,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.04088891295827944,0.012752197041780731,0.004415680363930981,0.8055795362425586,0.21703280606062159,0.07104875813231594,0.016972655229292716,1.8452456636638135,0.45196554549208146
1.0,1.7320508075688772,0.5222222222222223,400,anti_like_all_positive,0.14067118368545992,0.14067118368546003,-0.6718379310330294,0.13315941422400793,0.25025836538541996,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.04522174397125636,0.013989510224961789,0.004625799318445464,0.673713049942557,0.14964683634654055,0.07784549981890622,0.018948996565554887,1.8369774454280519,0.45461963748742845
1.0,1.7320508075688772,0.55,400,anti_like_all_positive,0.045226582128569025,0.04522658212856908,-0.697983589840852,0.09310663225770859,0.2067212414871508,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.04922094716870243,0.015238486708120747,0.005225511471279261,0.5254547359898518,0.11598037930780475,0.08425766599659319,0.020854823254993566,1.8200214020538157,0.457065759397924
1.0,1.7320508075688772,0.64,400,anti_like_all_positive,0.026168770484290647,0.026168770484290744,-0.7463840927286132,-0.08207281782741524,0.12839468186440037,,1.3477211262985307e-15,5.196152422706632,5.196152422706631,0.05941711518495653,0.02018389175994855,0.012903361621362873,0.3790219575857585,0.20782514965500873,0.10171238178865095,0.02624713720877643,1.7349626503031004,0.45454245992517217
