t,h,hD,h_over_R,J_AB,J_BC,J_AC,J_CD,comm_max,J_tot,J_rho_exp,eta,I3,I3_minus,S_ABC,S_L,P_pair,N_pair_sum,N_tri_geom,N_tri_min,h_over_Jz,Jz,Jz_abs,include_D_transverse,env_label,coupling_label
0.08,1.7320508075688772,1.7320508075688772,1.0,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,11.999999999999998,8.999999999999996,0.6866276674119431,0.07629196304577149,-1.3396445228921105e-05,1.3396445228921105e-05,0.000249759694841604,2.8474160897906664e-05,0.558942962117496,0.30705732410468867,0.1661154572208908,0.16405746020463355,1.0,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.08,2.598076211353316,2.598076211353316,1.5000000000000002,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,18.0,20.25,1.860387261711839,0.0918709758870044,-3.449793663605472e-05,3.449793663605472e-05,0.0005206922866040771,6.355833050908366e-05,0.5594917790403222,0.30714780848871437,0.16624056301461565,0.16270707552250493,1.5,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.08,3.4641016151377544,3.4641016151377544,2.0,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,23.999999999999996,35.999999999999986,3.7300923295409145,0.103613675820581,-6.647113998632952e-05,6.647113998632952e-05,0.0008583844664790506,0.00011010375652875659,0.552073279564498,0.3046242236149323,0.1648810426888236,0.16010388464374203,2.0,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.08,5.196152422706632,5.196152422706632,3.0000000000000004,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,36.0,81.0,9.100403451012975,0.11235065988904906,-0.00015866116029529054,0.00015866116029529054,0.0016261771246614451,0.00022316641800845805,0.5147912220258577,0.29214006366769335,0.15789323991434437,0.15143807621415073,3.0,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,0.0,0.0,0.0,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,0.0,0.0,0.0,,7.985495643502109e-16,0.0,1.6017132519074588e-16,0.0,0.7424888219508778,0.3533732528211757,0.19852804042727734,0.19208099820188992,0.0,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,0.17320508075688773,0.17320508075688773,0.1,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,1.2,0.08999999999999998,0.0031610703088702603,0.035123003431891786,-2.7609449471221106e-07,2.7609449471221106e-07,7.73885572288747e-06,6.74643070519565e-07,0.748682172486556,0.35514543328331394,0.19958915624563747,0.19370041653573913,0.1,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,0.4330127018922193,0.4330127018922193,0.25,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,2.9999999999999996,0.5624999999999998,0.02353088405191416,0.041832682758958524,-2.0340847550136504e-06,2.0340847550136504e-06,4.323475241633357e-05,4.263291522921264e-06,0.7567787536965113,0.3574487755972744,0.2009739048343306,0.19591102320822984,0.25,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,0.8660254037844386,0.8660254037844386,0.5,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,5.999999999999999,2.249999999999999,0.11980510932979979,0.053246715257688815,-9.530252237893385e-06,9.530252237893385e-06,0.0001577201257528641,1.727103473969649e-05,0.7670117018832503,0.3603282527795824,0.20272215948874267,0.19899797351059023,0.5,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,1.299038105676658,1.299038105676658,0.7500000000000001,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,9.0,5.0625,0.32600103177617046,0.06439526553603367,-2.3788185455558743e-05,2.3788185455558743e-05,0.000333848790921193,3.907801950009393e-05,0.7730689130487176,0.3619949103434935,0.20376188975833487,0.2013190458113869,0.75,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,1.7320508075688772,1.7320508075688772,1.0,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,11.999999999999998,8.999999999999996,0.6731870190819206,0.07479855767576898,-4.5537469712471075e-05,4.5537469712471075e-05,0.0005639302187040496,6.937050109556697e-05,0.7748846814277739,0.36244371003785303,0.2040880821101781,0.20061460776402523,1.0,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
0.1,2.598076211353316,2.598076211353316,1.5000000000000002,-1.7320508075688772,-1.7320508075688772,-1.7320508075688772,0.34641016151377546,18.0,20.25,1.861130138226075,0.09190766114696666,-0.00011219704528664517,0.00011219704528664517,0.0011523900173614474,0.00015239661904054014,0.7658097111481954,0.35972504104212555,0.20260892072021644,0.19708827924409988,1.5,-1.7320508075688772,1.7320508075688772,True,D_with_TF,ferro_like_J_negative
